# mu	p(mu)	err
-6.856493685351744034e+02 1.021798606419382877e-06 7.225207236061097409e-07
-5.698034362961278703e+02 1.532697909629074315e-06 8.849035507107228495e-07
-5.311881255497789880e+02 3.065395819258157524e-06 1.251442602807215785e-06
-4.925728148034302194e+02 3.576295122467839857e-06 1.351712501289026745e-06
-4.539575040570813371e+02 3.065395819258153289e-06 1.251442602807214091e-06
-4.153421933107325117e+02 6.130791638516306578e-06 1.769807101421448240e-06
-3.767268825643836863e+02 9.707086760984151517e-06 2.226958433016393381e-06
-3.381115718180348608e+02 1.839237491554891973e-05 3.065395819258153289e-06
-2.994962610716860354e+02 2.554496516048457234e-05 3.612603618030548810e-06
-2.608809503253371531e+02 4.189374286319475936e-05 4.626389957369807987e-06
-2.222656395789883277e+02 8.327658642317982537e-05 6.522725655528085051e-06
-1.836503288326395023e+02 1.343665167441488481e-04 8.285394364742028602e-06
-1.450350180862906200e+02 3.060286826226060828e-04 1.250399299080376675e-05
-1.064197073399418514e+02 6.840941669977768265e-04 1.869500556964288438e-05
-6.780439659359296911e+01 1.749319214189983289e-03 2.989524991735287922e-05
-2.918908584724408684e+01 4.032017300930897108e-03 4.538672525722716063e-05
9.426224899104681754e+00 6.963557502748094451e-03 5.964626288389424346e-05
4.804153564545356403e+01 6.456745393964099036e-03 5.743471705143720805e-05
8.665684639180233262e+01 3.363250113029398261e-03 4.145216688264481068e-05
1.252721571381512149e+02 1.257834084502260216e-03 2.535008002601973581e-05
1.638874678845000972e+02 4.552112791598364309e-04 1.525015164960510971e-05
2.025027786308488658e+02 1.670640721495690866e-04 9.238664300243215179e-06
2.411180893771977480e+02 7.254770105577618383e-05 6.088067831328840299e-06
2.797334001235466303e+02 2.503406585727495693e-05 3.576295122467850869e-06
3.183487108698953989e+02 1.685967700591986681e-05 2.934893053360708294e-06
3.569640216162441675e+02 6.641690941725969429e-06 1.842073634321361101e-06
3.955793323625931635e+02 2.043597212838771683e-06 1.021798606419385841e-06
4.341946431089419320e+02 2.043597212838771683e-06 1.021798606419385841e-06
4.728099538552907006e+02 3.576295122467824187e-06 1.351712501289020815e-06
