# mu	p(mu)	err
-6.348311277149296075e+02 8.846777186655566001e-07 6.255616140330597782e-07
-5.902306253234061160e+02 8.846777186655589295e-07 6.255616140330613664e-07
-5.456301229318827382e+02 8.846777186655566001e-07 6.255616140330597782e-07
-5.010296205403592467e+02 1.769355437331117859e-06 8.846777186655589295e-07
-4.564291181488358689e+02 3.981049733995004912e-06 1.327016577998334900e-06
-4.118286157573123774e+02 7.077421749324462965e-06 1.769355437331115741e-06
-3.672281133657889427e+02 1.105847148331947127e-05 2.211694296663894253e-06
-3.226276109742655080e+02 2.609799270063395591e-05 3.397669248481025281e-06
-2.780271085827420734e+02 3.582944760595509334e-05 3.981049733995009995e-06
-2.334266061912186387e+02 6.325445688458738818e-05 5.289603416707421418e-06
-1.888261037996952041e+02 1.397790795491581453e-04 7.863187560166702152e-06
-1.442256014081717694e+02 2.919436471596337365e-04 1.136389105342195306e-05
-9.962509901664827794e+01 8.369051218576187062e-04 1.924046925031351135e-05
-5.502459662512490013e+01 2.429767354314951288e-03 3.278384541129515618e-05
-1.042409423360140863e+01 5.794639057259410621e-03 5.062799651214039198e-05
3.417640815792196918e+01 7.144657255943035433e-03 5.621707517220635771e-05
7.877691054944546067e+01 3.794825074215905491e-03 4.097070410300620105e-05
1.233774129409689522e+02 1.248280261037103657e-03 2.349814602888442019e-05
1.679779153324923300e+02 3.985473122588332833e-04 1.327753604757738629e-05
2.125784177240158215e+02 1.172197977231865564e-04 7.200754933761700780e-06
2.571789201155391993e+02 4.511856365194339465e-05 4.467403494260843759e-06
3.017794225070626908e+02 1.592419893598006031e-05 2.654033155996676577e-06
3.463799248985860686e+02 6.192744030658912718e-06 1.655080460479653684e-06
3.909804272901094464e+02 3.096372015329440265e-06 1.170318617014510653e-06
4.355809296816330516e+02 1.769355437331117859e-06 8.846777186655589295e-07
