# s	p(s)	error
1.000000000000000000e+00 1.274106728605924443e+00 4.033114377494495528e-02
1.804721766827170226e+00 1.733129824672137165e-01 1.107256029085483019e-02
2.424462017082328114e+00 9.109740093658738602e-02 6.926007139634907453e-03
3.257020655659783159e+00 3.762928689523237918e-02 3.840523011588215831e-03
4.375479375074184496e+00 2.392563534638950801e-02 2.642144423612082828e-03
5.878016072274911963e+00 3.127569655353635431e-02 2.606308046128029670e-03
7.896522868499724623e+00 1.859247520026202985e-02 1.733757252133313409e-03
1.060818355139448244e+01 1.119224454914361476e-02 1.160581695307183513e-03
1.425102670302997687e+01 7.256281677093723813e-03 8.062535196770803875e-04
1.914481976169957633e+01 3.600955427530220295e-03 4.900279657752604125e-04
2.571913809059344302e+01 2.779757333840612594e-03 3.714606986287058822e-04
3.455107294592217926e+01 1.293247876109451452e-03 2.185987889825040820e-04
4.641588833612777165e+01 7.976394019282330439e-04 1.481179184844046268e-04
6.235507341273912374e+01 4.504288028908844240e-04 9.603174344353660732e-05
8.376776400682915380e+01 2.286070418328078088e-04 5.902608438961379369e-05
1.125335582600764610e+02 1.134470524563740155e-04 3.587510795947417621e-05
1.511775070615661605e+02 4.222387554596396882e-05 1.888309119885329436e-05
2.030917620904734804e+02 5.657511816363796546e-05 1.885837272121265628e-05
2.728333376486766610e+02 1.871706822495815758e-05 9.358534112479078790e-06
3.665241237079625876e+02 1.044946266391357019e-05 6.033000081897444391e-06
4.923882631706736674e+02 1.296395694408347465e-05 5.797657796870217293e-06
1.193776641714435755e+03 3.208288730301833245e-06 1.852306362077806150e-06
