# s	p(s)	error
1.000000000000000000e+00 1.224935819564191064e+00 3.877466584606945738e-02
1.811609194200414219e+00 1.727660712902268636e-01 1.081903105172887271e-02
2.438354098268828540e+00 7.751874621168415580e-02 6.246638583983054292e-03
3.281927872511474220e+00 3.739846359958149541e-02 3.739846359958149454e-03
4.417344703140069662e+00 2.167285400925856795e-02 2.453967485905210206e-03
5.945570708544391181e+00 3.736524374680003785e-02 2.777336695009500513e-03
8.002502278161049531e+00 1.380382663187439303e-02 1.455051086093790474e-03
1.077105056036769071e+01 1.173713104124115073e-02 1.156493885658586157e-03
1.449740670372631612e+01 7.111672630238086851e-03 7.759470987098030566e-04
1.951293422635963282e+01 4.277294223608930045e-03 5.186981139936442222e-04
2.626363527653332852e+01 3.131141952948950698e-03 3.825298725924896888e-04
3.534981105030105653e+01 1.493014934586945350e-03 2.276826430097364593e-04
4.757944314009409226e+01 8.770863564577649008e-04 1.504190691803048471e-04
6.404004271197280218e+01 4.983156517155560216e-04 9.772773969332023455e-05
8.619535664753031767e+01 2.420738311733077093e-04 5.871152794855793251e-05
1.160155301739971492e+02 1.798521299840077545e-04 4.362054875978712203e-05
1.561523006000496423e+02 6.288171719784875426e-05 2.223204432162679937e-05
2.101748011332487067e+02 4.671884903985480230e-05 1.651760748265597691e-05
2.828869434625969461e+02 1.301640774659514859e-05 7.515026516378639916e-06
3.807546021222372019e+02 1.611786954017804921e-05 7.208130388862278882e-06
5.124805876960931528e+02 4.789998412558705097e-06 3.387040359393057915e-06
6.897785379387657940e+02 7.117592289452668517e-06 3.558796144726334259e-06
9.284145445194744752e+02 2.644057243633536842e-06 1.869630806818685089e-06
1.249609141291986816e+03 1.964439215764233615e-06 1.389068290695672952e-06
1.681924324880868880e+03 2.919015041542157155e-06 1.459507520771078578e-06
