# s	p(s)	error
1.000000000000000000e+00 1.281307091280611266e+00 3.922572867673923547e-02
1.804721766827170226e+00 1.936295084119417920e-01 1.135076280462718815e-02
2.424462017082328114e+00 7.825831858111964578e-02 6.225897539455461406e-03
3.257020655659783159e+00 4.498089869320900241e-02 4.072379220852623619e-03
4.375479375074184496e+00 2.332824646283494785e-02 2.530303592644615913e-03
5.878016072274911963e+00 2.471971226939457741e-02 2.247246569944961504e-03
7.896522868499724623e+00 2.007367294665098750e-02 1.747188966487154844e-03
1.060818355139448244e+01 1.098043432971896119e-02 1.114894188818168954e-03
1.425102670302997687e+01 5.729959721881906429e-03 6.948596812898203854e-04
1.914481976169957633e+01 4.014370959393445508e-03 5.017963699241806885e-04
2.571913809059344302e+01 2.474618581443248626e-03 3.399150039049494846e-04
3.455107294592217926e+01 1.355476145046488482e-03 2.170498926331306888e-04
4.641588833612777165e+01 9.572466776329482648e-04 1.573703844042745174e-04
6.235507341273912374e+01 3.851651731561789868e-04 8.612555097426933474e-05
8.376776400682915380e+01 2.867093676539572006e-04 6.411016358602276033e-05
1.125335582600764610e+02 1.600656041152509945e-04 4.132876126926643060e-05
1.511775070615661605e+02 6.354649739898973065e-05 2.246707961573947063e-05
2.030917620904734804e+02 3.547707066151427747e-05 1.448345344822887425e-05
2.728333376486766610e+02 3.080983797401101829e-05 1.164502417334675138e-05
3.665241237079625876e+02 9.828958489231692225e-06 5.674751829611575503e-06
4.923882631706736674e+02 9.755310775902485045e-06 4.877655387951242522e-06
1.193776641714435755e+03 2.011850609984462393e-06 1.422593209054305376e-06
