# s	p(s)	error
1.000000000000000000e+00 1.317359300660238652e+00 3.977415191390513277e-02
1.811609194200414219e+00 1.696965697425840691e-01 1.060603560891150432e-02
2.438354098268828540e+00 7.239660070813989934e-02 5.971170986751202919e-03
3.281927872511474220e+00 4.390862406830797759e-02 4.008290645204423165e-03
4.417344703140069662e+00 2.555431110132609651e-02 2.635725940341468107e-03
5.945570708544391181e+00 3.615406187580152281e-02 2.702281459149893841e-03
8.002502278161049531e+00 1.080449080783188985e-02 1.273321452914274879e-03
1.077105056036769071e+01 1.003418397066429234e-02 1.057695860281711092e-03
1.449740670372631612e+01 6.461032036760016271e-03 7.315678192095847413e-04
1.951293422635963282e+01 3.200209258676589997e-03 4.437891759374248827e-04
2.626363527653332852e+01 2.469087810778996910e-03 3.360002925852291922e-04
3.534981105030105653e+01 1.290904498470408232e-03 2.094123622859639172e-04
4.757944314009409226e+01 1.009574217091344529e-03 1.596276996494970242e-04
6.404004271197280218e+01 4.125424869033102681e-04 8.795435373491078011e-05
8.619535664753031767e+01 2.089801335857937616e-04 5.395843847106536494e-05
1.160155301739971492e+02 1.138607841647088317e-04 3.433031812817989825e-05
1.561523006000496423e+02 6.152324221060815137e-05 2.175175088385172855e-05
2.101748011332487067e+02 5.142324498336739913e-05 1.714108166112246525e-05
2.828869434625969461e+02 3.820561725371613457e-05 1.273520575123871152e-05
3.807546021222372019e+02 6.307865852450236549e-06 4.460334719082624401e-06
6.897785379387657940e+02 6.963826274059423966e-06 3.481913137029711983e-06
1.681924324880868880e+03 4.283930467074229156e-06 1.748907289649112444e-06
4.101127070551299767e+03 5.856314402292530334e-07 4.141039626621490621e-07
