# gamma	CrltnCoeff
0.000000000000000000e+00 -1.126465108811810188e-02
7.999999926925625490e-03 -7.927693118208103962e-02
1.599999985385125098e-02 -7.175966496811495010e-02
2.400000092256399098e-02 -5.443660741772373551e-02
3.199999970770249502e-02 -9.485868089365558087e-02
3.999999849284100600e-02 -8.240906508795425855e-02
4.800000070334085878e-02 -1.102009061097446035e-01
5.599999948847936976e-02 -1.205032193053914985e-01
6.399999941540499004e-02 -1.418724019529879476e-01
7.199999820054349409e-02 -1.389852719205209031e-01
7.999999698568201201e-02 -1.656800116121332211e-01
8.799999691260763923e-02 -1.736098380775117633e-01
9.600000140668171755e-02 -1.840543425772225850e-01
1.040000001918202216e-01 -1.979970725371028029e-01
1.120000001187458488e-01 -2.196527318272546436e-01
1.199999989038843667e-01 -2.463501751803210127e-01
1.279999988308099801e-01 -2.366715441772639372e-01
1.359999987577356073e-01 -2.329817788299399783e-01
1.439999964010869882e-01 -2.540426030625576592e-01
1.519999963280126154e-01 -2.595456206037183855e-01
1.599999951131511611e-01 -2.616844807786171678e-01
1.679999950400767328e-01 -2.595561921678737338e-01
1.759999938252152785e-01 -2.503515109605068956e-01
1.839999926103537964e-01 -2.613865064808162941e-01
1.920000028133634351e-01 -2.560047123494972321e-01
1.999999913224179415e-01 -2.670133964691788764e-01
