# LAMMPS data file written by OVITO Pro 3.4.3
50688 atoms
5 atom types
-19.9207414827 59.4657396827 xlo xhi
-21.731718668 64.871718068 ylo yhi
-21.731718668 64.871718068 zlo zhi

Atoms  # atomic

1 2 -19.9554 -21.7146 -21.7258
2 5 -18.1495 -19.9501 -21.7087
3 2 -19.9602 -19.9366 -19.9488
4 2 -18.1508 -21.724 -19.9422
45 5 -19.9821 -18.1427 -21.7294
48 4 -18.1301 -18.1333 -19.9468
529 5 -19.9278 -21.7473 -18.1522
530 4 -18.1357 -19.9372 -18.1665
573 2 -19.9591 -18.1435 -18.1637
5 5 -16.303 -21.6905 -21.7205
6 2 -14.4569 -19.9268 -21.7335
7 2 -16.3009 -19.9494 -19.9496
8 4 -14.488 -21.7266 -19.9392
49 4 -16.307 -18.1566 -21.7475
52 5 -14.4706 -18.1385 -19.9753
533 4 -16.3181 -21.7758 -18.1551
534 5 -14.4803 -19.9628 -18.1172
577 5 -16.2941 -18.148 -18.1588
9 1 -12.6841 -21.7095 -21.7243
10 5 -10.918 -19.9668 -21.7283
11 5 -12.667 -19.9558 -19.9297
12 2 -10.8824 -21.7359 -19.8899
53 2 -12.6943 -18.1061 -21.7523
56 4 -10.9036 -18.0989 -19.948
537 2 -12.6732 -21.7337 -18.1017
538 2 -10.8872 -19.9707 -18.121
581 4 -12.6629 -18.1467 -18.0914
13 5 -9.04362 -21.7564 -21.6827
14 2 -7.36004 -19.9213 -21.7092
15 2 -9.12097 -19.9631 -19.9059
16 4 -7.27932 -21.7396 -19.8927
57 5 -9.09919 -18.1217 -21.7254
60 5 -7.31988 -18.1392 -19.9288
541 2 -9.11659 -21.7639 -18.1318
542 4 -7.28841 -19.9291 -18.1315
585 4 -9.12665 -18.1263 -18.1366
17 4 -5.50056 -21.7307 -21.7335
18 2 -3.58736 -19.9144 -21.75
19 4 -5.46613 -19.9406 -19.9613
20 4 -3.66605 -21.7172 -19.9718
61 4 -5.47524 -18.1667 -21.7305
64 4 -3.65125 -18.1298 -19.9416
545 2 -5.46346 -21.7131 -18.1305
546 4 -3.66574 -19.914 -18.1245
589 5 -5.49183 -18.0956 -18.1449
21 2 -1.87393 -21.7124 -21.7528
23 4 -1.85225 -19.9234 -19.9263
65 4 -1.83906 -18.1052 -21.7298
549 5 -1.83645 -21.7255 -18.135
593 2 -1.86432 -18.0942 -18.1308
22 5 -0.0839986 -19.9396 -21.7142
24 2 -0.0848362 -21.7317 -19.9745
25 2 1.72027 -21.7237 -21.7478
27 4 1.74377 -19.9635 -19.9138
68 1 -0.0424732 -18.1251 -19.9327
69 5 1.71447 -18.1271 -21.7094
550 4 -0.0598058 -19.8892 -18.1351
553 4 1.72178 -21.717 -18.0882
597 2 1.76213 -18.1232 -18.113
26 5 3.52845 -19.9475 -21.7501
28 2 3.54169 -21.712 -19.9153
29 4 5.36325 -21.7383 -21.7589
31 4 5.29826 -19.945 -19.9158
72 4 3.51876 -18.0972 -19.9159
73 4 5.32128 -18.1039 -21.7434
554 2 3.51398 -19.9232 -18.0928
557 2 5.32111 -21.6873 -18.1254
601 5 5.32909 -18.153 -18.113
46 4 -18.1379 -16.3188 -21.7562
47 4 -19.9473 -16.3299 -19.9121
89 5 -19.9223 -14.5048 -21.7507
