# mu	p(mu)	err
-5.726746976203814938e+02 1.660464939521020769e-06 9.586698798123970607e-07
-5.013867051407827375e+02 1.660464939521023522e-06 9.586698798123987548e-07
-4.300987126611839813e+02 1.660464939521023522e-06 9.586698798123987548e-07
-3.944547164213846031e+02 4.981394818563070141e-06 1.660464939521023310e-06
-3.588107201815852250e+02 6.641859758084094086e-06 1.917339759624797510e-06
-3.231667239417858468e+02 6.641859758084094086e-06 1.917339759624797510e-06
-2.875227277019864687e+02 1.328371951616818817e-05 2.711527891738558369e-06
-2.518787314621870905e+02 1.826511433473125662e-05 3.179548289152832643e-06
-2.162347352223877124e+02 3.044185722455209663e-05 4.104779190783735201e-06
-1.805907389825883342e+02 6.973952745988298537e-05 6.212890906437983049e-06
-1.449467427427889561e+02 1.638325406994078947e-04 9.522573002853418941e-06
-1.093027465029896348e+02 3.863348425952241750e-04 1.462298944635628710e-05
-7.365875026319019980e+01 1.018971984552732987e-03 2.374845436868098250e-05
-3.801475402339076481e+01 2.733125290451608822e-03 3.889412432108958691e-05
-2.370757783591443513e+00 6.182464458149953233e-03 5.849719501136458607e-05
3.327323845620787779e+01 8.173915408948810926e-03 6.726192572119367593e-05
6.891723469600731278e+01 5.642259864492428327e-03 5.588313605091820534e-05
1.045612309358067478e+02 2.372250910262372649e-03 3.623552338170150483e-05
1.402052271756060691e+02 7.964696826569187937e-04 2.099611061953499968e-05
1.758492234154053904e+02 2.701022968287527496e-04 1.222695647559445765e-05
2.114932196552048254e+02 8.689766516826674474e-05 6.935188686165261994e-06
2.471372158950042603e+02 3.985115854850462889e-05 4.696504074631313146e-06
2.827812121348035816e+02 1.660464939521025978e-05 3.031580344407057534e-06
3.184252083746029029e+02 8.302324697605104479e-06 2.143651019242073333e-06
3.540692046144023379e+02 3.874418192215715198e-06 1.464392430238175473e-06
3.897132008542017729e+02 1.660464939521031357e-06 9.586698798124032017e-07
4.253571970940009805e+02 2.213953252694694217e-06 1.106976626347347109e-06
