# s	p(s)	error
1.000000000000000000e+00 1.270874356965924878e+00 3.954143771301137783e-02
1.804721766827170226e+00 2.004192207897158295e-01 1.168868632335728561e-02
2.424462017082328114e+00 7.104196188704957338e-02 6.004141635310105904e-03
3.257020655659783159e+00 4.570536197529850853e-02 4.155032906845318799e-03
4.375479375074184496e+00 2.333752233806557844e-02 2.561625869430636093e-03
5.878016072274911963e+00 2.469753066750204895e-02 2.273591985726782037e-03
7.896522868499724623e+00 1.760535721347197477e-02 1.656172692606078418e-03
1.060818355139448244e+01 1.148144274020043536e-02 1.153928412763478590e-03
1.425102670302997687e+01 6.388337633214717648e-03 7.426291653594899568e-04
1.914481976169957633e+01 3.791429849329433412e-03 4.936021231443881276e-04
2.571913809059344302e+01 2.535255623151617260e-03 3.482441421501911898e-04
3.455107294592217926e+01 1.602334820969939779e-03 2.388619721602493716e-04
4.641588833612777165e+01 8.746807496954369905e-04 1.522623746165541268e-04
6.235507341273912374e+01 6.313649648694441433e-04 1.116106120156975715e-04
8.376776400682915380e+01 2.349878213978356587e-04 5.874695534945891467e-05
1.125335582600764610e+02 1.749203052998658857e-04 4.373007632496647142e-05
1.511775070615661605e+02 1.220692777190669271e-04 3.151815197930095549e-05
2.030917620904734804e+02 4.846184838990121426e-05 1.713385081266675919e-05
2.728333376486766610e+02 9.018511326812328241e-06 6.377050515396684654e-06
3.665241237079625876e+02 1.006980326843551144e-05 5.813803627717816226e-06
4.923882631706736674e+02 7.495763191243196152e-06 4.327680896245948118e-06
6.614740641230146139e+02 3.719798975306481227e-06 2.630295080089983680e-06
2.894266124716748891e+03 1.275219920986399441e-06 7.362485646574710208e-07
