# s	p(s)	error
1.000000000000000000e+00 1.227183453852010553e+00 3.609363099564737165e-02
1.823348000868441066e+00 1.700062716837580090e-01 9.948864534202043683e-03
2.462092401494625715e+00 8.062856225686371170e-02 5.896144417546199737e-03
3.324597932270940692e+00 4.374547067875692724e-02 3.737427786482001250e-03
4.489251258218605045e+00 4.090946943294672400e-02 3.110289365648275569e-03
6.061898993497572441e+00 2.189036355116701429e-02 1.957933638103725484e-03
8.185467307069027143e+00 1.556286050485796574e-02 1.420688292969490927e-03
1.105295141126021541e+01 8.740067533822051468e-03 9.162080267631189092e-04
1.492495545051828998e+01 6.330363084248735034e-03 6.710171448974181635e-04
2.015337685941733170e+01 4.740742212419749371e-03 4.997181063650730148e-04
2.721338768375307282e+01 1.794431481660052966e-03 2.645744878418886353e-04
3.674661940736687882e+01 1.300010258645573373e-03 1.937940873185723843e-04
4.961947603002902696e+01 6.846198095812029922e-04 1.210248274723778751e-04
6.700187503509586406e+01 4.277878686985889223e-04 8.232781371639553384e-05
9.047357242349298190e+01 3.050726438506470958e-04 5.982966784837659614e-05
1.221677348996791892e+02 1.564111252102682779e-04 3.686645576306628698e-05
1.649648074098020629e+02 9.009244810760686525e-05 2.407821956816965812e-05
2.227542951999556351e+02 1.906275039539857092e-05 9.531375197699285462e-06
3.007882518043098798e+02 2.823454375912456431e-05 9.982418677892646743e-06
4.061585988376979799e+02 1.045480642549817836e-05 5.227403212749089179e-06
5.484416576121014941e+02 7.742499990587855426e-06 3.871249995293927713e-06
