# s	p(s)	error
1.000000000000000000e+00 1.374672610631239023e+00 4.391230577397928908e-02
1.804721766827170226e+00 1.717731268426426483e-01 1.155471091667233975e-02
2.424462017082328114e+00 8.042158342397413839e-02 6.821269676754912123e-03
3.257020655659783159e+00 4.220644435405856293e-02 4.263494716075354879e-03
4.375479375074184496e+00 2.500588132406908470e-02 2.831358514178867851e-03
5.878016072274911963e+00 2.744354909762660583e-02 2.559124148871593733e-03
7.896522868499724623e+00 1.954024441860495107e-02 1.863089203785480959e-03
1.060818355139448244e+01 9.917299792014958038e-03 1.145151140910811082e-03
1.425102670302997687e+01 5.315214677408730201e-03 7.233091018335156830e-04
1.914481976169957633e+01 3.004040467227340073e-03 4.691523006324995501e-04
2.571913809059344302e+01 1.908907297233392898e-03 3.226642248278229841e-04
3.455107294592217926e+01 1.096163734461227555e-03 2.109568090556983766e-04
4.641588833612777165e+01 7.857418505540460967e-04 1.540966549469841213e-04
6.235507341273912374e+01 4.724117640409059016e-04 1.030886984716699467e-04
8.376776400682915380e+01 2.511814366188028051e-04 6.485476806007180054e-05
1.125335582600764610e+02 8.725477295621020214e-05 3.297920427793375839e-05
1.511775070615661605e+02 9.278676312171851544e-05 2.934175081791456753e-05
2.030917620904734804e+02 3.453431934576594822e-05 1.544421712276374456e-05
2.728333376486766610e+02 4.113066726505737724e-05 1.454188686892480906e-05
3.665241237079625876e+02 1.913553655779291215e-05 8.557672105831457029e-06
1.193776641714435755e+03 2.350066343551214468e-06 1.661747847763338402e-06
