# gamma	CrltnCoeff
6.999999999999935094e-03 -5.290364340660701215e-02
1.400000000000003325e-02 -4.134619350126460952e-02
2.099999999999996661e-02 -3.759470662817124970e-02
2.800000000000006650e-02 -5.285518016586340795e-02
3.500000000000000333e-02 -4.224084664293085295e-02
4.199999999999993322e-02 -3.957664079303872123e-02
4.900000000000003658e-02 -9.780654629063556538e-02
5.599999999999996647e-02 -8.239111820387073903e-02
6.300000000000005596e-02 -9.482215094213861106e-02
7.000000000000000666e-02 -1.121611124241073537e-01
7.699999999999994349e-02 -1.263306729755753199e-01
8.400000000000003297e-02 -1.370583358011515374e-01
9.099999999999998368e-02 -1.627997822475475143e-01
9.799999999999990663e-02 -1.592884653183847532e-01
1.050000000000000100e-01 -1.599776765062671802e-01
1.119999999999999329e-01 -2.056405002491142608e-01
1.190000000000000363e-01 -2.171069841896440533e-01
1.259999999999999731e-01 -2.427160082190759072e-01
1.330000000000000626e-01 -2.288689733343860777e-01
1.400000000000000133e-01 -2.381651742876398359e-01
1.469999999999999363e-01 -2.755127759587445713e-01
1.540000000000000535e-01 -2.893571077850483619e-01
1.609999999999999765e-01 -2.719852140746691349e-01
1.679999999999999272e-01 -2.994430796978037601e-01
1.750000000000000167e-01 -3.038340185877790867e-01
1.819999999999999951e-01 -2.937536052655043139e-01
1.890000000000000291e-01 -3.103757706509142622e-01
1.959999999999999798e-01 -2.789512429367657642e-01
