# s	p(s)	error
1.000000000000000000e+00 1.263842185489011172e+00 3.965025580317887294e-02
1.804721766827170226e+00 1.964417268168995034e-01 1.163620364250486129e-02
2.424462017082328114e+00 7.747484253305546298e-02 6.304813269851347254e-03
3.257020655659783159e+00 3.895639838574396080e-02 3.857258214486486425e-03
4.375479375074184496e+00 2.132233497714956447e-02 2.462091167761734645e-03
5.878016072274911963e+00 2.645321022541130551e-02 2.366047051484488576e-03
7.896522868499724623e+00 2.189666844165398876e-02 1.857251176908369548e-03
1.060818355139448244e+01 9.615502082838048650e-03 1.061854568983671039e-03
1.425102670302997687e+01 7.332165711908839034e-03 8.000048662567150071e-04
1.914481976169957633e+01 3.703588382783526509e-03 4.905522650246978275e-04
2.571913809059344302e+01 2.515046812118620998e-03 3.487742400494590347e-04
3.455107294592217926e+01 1.332107658509909054e-03 2.189971500407397785e-04
4.641588833612777165e+01 9.647948434759501561e-04 1.607991405793250260e-04
6.235507341273912374e+01 6.583264199449642045e-04 1.145999200377257379e-04
8.376776400682915380e+01 3.118469574493329876e-04 6.805058513110673530e-05
1.125335582600764610e+02 1.547551547689810967e-04 4.136005485590733664e-05
1.511775070615661605e+02 6.582667927917560877e-05 2.327324565064853374e-05
2.030917620904734804e+02 4.900008335706799133e-05 1.732414561024443162e-05
2.728333376486766610e+02 1.823734840714632898e-05 9.118674203573164490e-06
3.665241237079625876e+02 6.787761451341835045e-06 4.799672151320453169e-06
4.923882631706736674e+02 7.579013871709801548e-06 4.375745699023562080e-06
8.886238162743397879e+02 2.799697996304530360e-06 1.979685438461323137e-06
2.154434690031882383e+03 1.154770821971372378e-06 8.165462789323207882e-07
