# s	p(s)	error
1.000000000000000000e+00 1.275192134844514769e+00 3.981089535119809730e-02
1.804721766827170226e+00 1.955853620322644260e-01 1.160585601355479390e-02
2.424462017082328114e+00 8.766151871079973235e-02 6.703643882415366920e-03
3.257020655659783159e+00 4.159434117350765958e-02 3.984015329244202687e-03
4.375479375074184496e+00 2.158818921493550758e-02 2.476335135840487811e-03
5.878016072274911963e+00 2.664207463029849218e-02 2.373464650939023212e-03
7.896522868499724623e+00 2.061881314207165625e-02 1.801474068576392785e-03
1.060818355139448244e+01 1.206769884721567432e-02 1.189065699423109274e-03
1.425102670302997687e+01 4.971151129504196471e-03 6.584450522888748514e-04
1.914481976169957633e+01 3.505667661202062357e-03 4.770609432067302925e-04
2.571913809059344302e+01 2.126299959252326340e-03 3.205517798449064528e-04
3.455107294592217926e+01 1.726664513864662343e-03 2.492225554699843064e-04
4.641588833612777165e+01 8.033094069487834712e-04 1.466635609473153194e-04
6.235507341273912374e+01 3.189161058143350847e-04 7.972902645358377117e-05
8.376776400682915380e+01 2.670692253114646223e-04 6.294882008799152829e-05
1.125335582600764610e+02 4.417801564711721756e-05 2.208900782355860878e-05
1.511775070615661605e+02 8.221311149837286540e-05 2.599806858642366082e-05
2.030917620904734804e+02 6.119782071003850737e-05 1.935245012823445378e-05
2.728333376486766610e+02 3.188811655440747982e-05 1.205257516874343758e-05
3.665241237079625876e+02 2.712786949652793214e-05 9.591150240069295431e-06
4.923882631706736674e+02 7.572544376300744934e-06 4.372010534107622434e-06
6.614740641230146139e+02 5.636852864628963773e-06 3.254438518775845639e-06
8.886238162743397879e+02 2.797308155932097849e-06 1.977995566128022426e-06
