# r	g(r)	err
2.010101010101010388e+00 2.618065841496989954e+00 1.709220327430473543e-02
2.030303030303030276e+00 2.631413463807092956e+00 1.696521360766094222e-02
2.050505050505050164e+00 2.512904803528811737e+00 1.641545117500853648e-02
2.070707070707070940e+00 2.356436934380589321e+00 1.574109329443494631e-02
2.090909090909090828e+00 2.199742528531882790e+00 1.506178429262091528e-02
2.111111111111111160e+00 2.110498537764105453e+00 1.461191324636902655e-02
2.131313131313131493e+00 1.947402751093866291e+00 1.390292812859311375e-02
2.151515151515151381e+00 1.801135410737147335e+00 1.324507501311866613e-02
2.171717171717171713e+00 1.749235933349952754e+00 1.293143075337193672e-02
2.191919191919192045e+00 1.629115740666206458e+00 1.236451482089488164e-02
2.212121212121211933e+00 1.541818391123752408e+00 1.191882215043805864e-02
2.232323232323232265e+00 1.447809444888648711e+00 1.144522335527324054e-02
2.252525252525252597e+00 1.355488079707650950e+00 1.097498238028846509e-02
2.272727272727272485e+00 1.287155094931966559e+00 1.059970467566268698e-02
2.292929292929293261e+00 1.184991296910978154e+00 1.008074354833960254e-02
2.313131313131313149e+00 1.133878969982878626e+00 9.774818706748953853e-03
2.333333333333333037e+00 1.067126374886801621e+00 9.400626339173386026e-03
2.353535353535353813e+00 9.779068140679842980e-01 8.921824139700350320e-03
2.373737373737373701e+00 9.058001516528060293e-01 8.513520294412803280e-03
2.393939393939394034e+00 8.550167533903469952e-01 8.201623135865768188e-03
2.414141414141414366e+00 8.191054536185713442e-01 7.960362610390380941e-03
2.434343434343434254e+00 7.751335555090921314e-01 7.679484527913624584e-03
2.454545454545454586e+00 7.535960442485029054e-01 7.509722251365266200e-03
2.474747474747474918e+00 7.001160517577321718e-01 7.179261565623431054e-03
2.494949494949494806e+00 6.808565719424446439e-01 7.022499339563660799e-03
2.515151515151515138e+00 6.470132446548476635e-01 6.790755307867615831e-03
2.535353535353535470e+00 6.221539512223828172e-01 6.605961734836352829e-03
2.555555555555555358e+00 6.109756682971176911e-01 6.494598079108892912e-03
2.575757575757575690e+00 5.836242940873856977e-01 6.297777946392144402e-03
2.595959595959596022e+00 5.752450375856987819e-01 6.203748175449884036e-03
2.616161616161615910e+00 5.548012050044539567e-01 6.045465918028206272e-03
2.636363636363636687e+00 5.542451631564969672e-01 5.996133477192413033e-03
2.656565656565656575e+00 5.385645512364820586e-01 5.865755778072397585e-03
2.676767676767676907e+00 5.467008525124663620e-01 5.865294794545053078e-03
2.696969696969697239e+00 5.275076037004416962e-01 5.718260604706221911e-03
2.717171717171717127e+00 5.304408371193715110e-01 5.691503919384392936e-03
2.737373737373737459e+00 5.409321530827222446e-01 5.705095923174843299e-03
2.757575757575757791e+00 5.318495984867239734e-01 5.615554082090564413e-03
2.777777777777777679e+00 5.398017112501733994e-01 5.616235082346080279e-03
2.797979797979798011e+00 5.489669289132158569e-01 5.622819799806133036e-03
2.818181818181818343e+00 5.537274220490204790e-01 5.606665622105409114e-03
2.838383838383838231e+00 5.727359703406138536e-01 5.661503149609246888e-03
2.858585858585858563e+00 5.790150810994025843e-01 5.652223750672647797e-03
2.878787878787878896e+00 5.871295021390466884e-01 5.651749896969210027e-03
2.898989898989898784e+00 5.959279628058629097e-01 5.654260703469899015e-03
2.919191919191919560e+00 6.133161117382420757e-01 5.696461774885881908e-03
2.939393939393939448e+00 6.228658479010091842e-01 5.701184737665456262e-03
2.959595959595959780e+00 6.459965102015330363e-01 5.766447055927029566e-03
2.979797979797980112e+00 6.583906763120846994e-01 5.782034297023915144e-03
3.000000000000000000e+00 6.827173079127974997e-01 5.848235471039190531e-03
3.020202020202020332e+00 7.050511743010734467e-01 5.903369609079166767e-03
3.040404040404040664e+00 6.972736203792461174e-01 5.831710619216059002e-03
3.060606060606060552e+00 7.170746996569776766e-01 5.874899135320617825e-03
3.080808080808080884e+00 7.431385920982428450e-01 5.941497403876048501e-03
3.101010101010101216e+00 7.565555490418478524e-01 5.955838028176539851e-03
3.121212121212121104e+00 7.686846576896620986e-01 5.964533339211978979e-03
3.141414141414141437e+00 7.826788960615526092e-01 5.979877208668019258e-03
3.161616161616161769e+00 7.951261807297033135e-01 5.988727229395515717e-03
3.181818181818181657e+00 8.382360763627862976e-01 6.109891016608706704e-03
3.202020202020201989e+00 8.340246921096008403e-01 6.056072078393066362e-03
3.222222222222222321e+00 8.759700954191637079e-01 6.167580126735565382e-03
3.242424242424242653e+00 8.716929693298717252e-01 6.114171024407998901e-03
3.262626262626262985e+00 9.137919260993832005e-01 6.221311963393389571e-03
3.282828282828282873e+00 9.410694077051368067e-01 6.274632724846175742e-03
3.303030303030303205e+00 9.529837261884652744e-01 6.275608360471345709e-03
3.323232323232323537e+00 9.850339862208341568e-01 6.341478917243668391e-03
3.343434343434343425e+00 1.021163056871809305e+00 6.417714557672572762e-03
3.363636363636363757e+00 1.030851416457346348e+00 6.409359708025995361e-03
3.383838383838384090e+00 1.059294313791745878e+00 6.458391335822392422e-03
3.404040404040403978e+00 1.084501153646145299e+00 6.495999034300941992e-03
3.424242424242424310e+00 1.115885664753061723e+00 6.550447864280176981e-03
3.444444444444444642e+00 1.141673105730669047e+00 6.586843571349652697e-03
3.464646464646464530e+00 1.168212270744489967e+00 6.624111059267465303e-03
3.484848484848484862e+00 1.166141988543230701e+00 6.579872296229488486e-03
3.505050505050505194e+00 1.206613356226725831e+00 6.654500051066240471e-03
3.525252525252525526e+00 1.201748555559944975e+00 6.603014041538159129e-03
3.545454545454545414e+00 1.233716559571574223e+00 6.652140661887912497e-03
3.565656565656565746e+00 1.235876454850888706e+00 6.620238982051764205e-03
3.585858585858586078e+00 1.259719482793174805e+00 6.646138898588442590e-03
3.606060606060606410e+00 1.244534994960494023e+00 6.568953441736372946e-03
3.626262626262626299e+00 1.264445600174829654e+00 6.584403992535179002e-03
3.646464646464646631e+00 1.260646452452784505e+00 6.538080966067976417e-03
3.666666666666666963e+00 1.292334891700808175e+00 6.583271305614974214e-03
3.686868686868686851e+00 1.266535534887114123e+00 6.481517060609437615e-03
3.707070707070707183e+00 1.272716660713513637e+00 6.461906114016203496e-03
3.727272727272727515e+00 1.261294354616920854e+00 6.397977422073667687e-03
3.747474747474747403e+00 1.258776298607320321e+00 6.357131751480468371e-03
3.767676767676767735e+00 1.257637094911013165e+00 6.320183400534423387e-03
3.787878787878788067e+00 1.254502241418325115e+00 6.278635864286671170e-03
3.808080808080808399e+00 1.238677691609975762e+00 6.205812519599599245e-03
3.828282828282828287e+00 1.228100192469830043e+00 6.146650689441108401e-03
3.848484848484848619e+00 1.221876927080333353e+00 6.098873137600051460e-03
3.868686868686868952e+00 1.205986025434898190e+00 6.027444318985148049e-03
3.888888888888889284e+00 1.206904526807019540e+00 5.998415868463904954e-03
3.909090909090909172e+00 1.181450466204880811e+00 5.904153463695218165e-03
3.929292929292929504e+00 1.160981143458762910e+00 5.822692093895600468e-03
3.949494949494949836e+00 1.158499591041450172e+00 5.786714131543028300e-03
3.969696969696969724e+00 1.132604300535508646e+00 5.692557107864656442e-03
3.989898989898990056e+00 1.116632369055982288e+00 5.623657389774779948e-03
