# s	p(s)	error
1.000000000000000000e+00 1.274996762476467982e+00 4.060416879652467559e-02
1.804721766827170226e+00 1.841429235563537548e-01 1.148651997904976893e-02
2.424462017082328114e+00 8.213674785315763782e-02 6.618767761043677957e-03
3.257020655659783159e+00 3.890789452887459532e-02 3.930290866151171097e-03
4.375479375074184496e+00 2.334713622462441379e-02 2.626758048759661544e-03
5.878016072274911963e+00 2.793863080812205787e-02 2.479152591176068694e-03
7.896522868499724623e+00 2.161574462505712682e-02 1.881409078033459588e-03
1.060818355139448244e+01 1.255533676688557962e-02 1.237114091362497958e-03
1.425102670302997687e+01 5.988664020786745902e-03 7.371535832929261610e-04
1.914481976169957633e+01 2.769266434264635365e-03 4.324867567109543605e-04
2.571913809059344302e+01 3.016664462615978575e-03 3.894497074935810181e-04
3.455107294592217926e+01 1.721584961287240742e-03 2.538338543790436084e-04
4.641588833612777165e+01 7.243339617007991471e-04 1.420535771180901641e-04
6.235507341273912374e+01 4.562291737984491011e-04 9.726838667615763691e-05
8.376776400682915380e+01 2.315509158173333093e-04 5.978618938397382826e-05
1.125335582600764610e+02 1.149079603254836202e-04 3.633708759127912718e-05
1.511775070615661605e+02 6.842817770539525585e-05 2.419301423986155528e-05
2.030917620904734804e+02 2.546829376973716125e-05 1.273414688486858062e-05
2.728333376486766610e+02 1.895809619055486731e-05 9.479048095277433657e-06
3.665241237079625876e+02 2.469605837103433664e-05 9.334232687613107029e-06
8.886238162743397879e+02 2.910343254595428902e-06 2.057923450904954293e-06
