# s	p(s)	error
1.000000000000000000e+00 1.214092280090593778e+00 3.629415205315986159e-02
1.823348000868441066e+00 1.868450918072381839e-01 1.054427854222242215e-02
2.462092401494625715e+00 7.094848714382760713e-02 5.591524102497158824e-03
3.324597932270940692e+00 3.655110436036328875e-02 3.453754724367494224e-03
4.489251258218605045e+00 4.616162252048607029e-02 3.340137779491846905e-03
6.061898993497572441e+00 2.362581759562031036e-02 2.056363473541232556e-03
8.185467307069027143e+00 1.603849094008973422e-02 1.458044630917248487e-03
1.105295141126021541e+01 7.558473162673521803e-03 8.613679587729772789e-04
1.492495545051828998e+01 6.615306336090353949e-03 6.934725322393948000e-04
2.015337685941733170e+01 3.660856434078195790e-03 4.439440517037181741e-04
2.721338768375307282e+01 2.232682813893686977e-03 2.983547908188765533e-04
3.674661940736687882e+01 1.623928520650255941e-03 2.189704770545077396e-04
4.961947603002902696e+01 9.621042069366403252e-04 1.450426665286946892e-04
6.700187503509586406e+01 2.267058308350167032e-04 6.058968189775456253e-05
9.047357242349298190e+01 2.518367851592285601e-04 5.495529194126173823e-05
1.221677348996791892e+02 1.509781191506608176e-04 3.661757249501547672e-05
1.649648074098020629e+02 8.550148527169498629e-05 2.371384532887887457e-05
2.227542951999556351e+02 4.870746466479167647e-05 1.540265273929114186e-05
3.007882518043098798e+02 2.524984878268727087e-05 9.543545788711072146e-06
4.061585988376979799e+02 1.602792159530479123e-05 6.543371590972013894e-06
5.484416576121014941e+02 3.956591120237693884e-06 2.797732411502551699e-06
