# s	p(s)	error
1.000000000000000000e+00 1.236212022101050634e+00 3.732412618197648163e-02
1.811609194200414219e+00 1.747946512352009651e-01 1.042737467947595607e-02
2.438354098268828540e+00 7.486943841224177887e-02 5.882298622769416112e-03
3.281927872511474220e+00 4.292075135332086566e-02 3.838948706855661690e-03
4.417344703140069662e+00 2.270466254846078419e-02 2.406689416762823087e-03
5.945570708544391181e+00 3.923404919153677256e-02 2.726954926086579134e-03
8.002502278161049531e+00 1.337778260002642043e-02 1.372531534652855593e-03
1.077105056036769071e+01 1.067157307071116799e-02 1.056643185566070661e-03
1.449740670372631612e+01 7.462206201820415288e-03 7.616082312455052647e-04
1.951293422635963282e+01 4.331367344598826066e-03 5.001432204726572600e-04
2.626363527653332852e+01 1.759200554345150772e-03 2.747409684886033764e-04
3.534981105030105653e+01 1.530172793016077717e-03 2.208614184886184995e-04
4.757944314009409226e+01 9.947553206884247618e-04 1.534940783748389584e-04
6.404004271197280218e+01 4.927115620651337539e-04 9.311373295075071215e-05
8.619535664753031767e+01 3.268454720864233712e-04 6.536909441728467696e-05
1.160155301739971492e+02 1.457006419375088369e-04 3.761974398371344228e-05
1.561523006000496423e+02 5.773350643311259985e-05 2.041187695026553954e-05
2.101748011332487067e+02 5.361739253842985310e-05 1.695530826207554667e-05
2.828869434625969461e+02 3.983578978977463022e-05 1.259718281273679264e-05
3.807546021222372019e+02 8.878966729150712510e-06 5.126273831200895030e-06
5.124805876960931528e+02 4.397834799834600388e-06 3.109738809501228484e-06
9.284145445194744752e+02 3.641377081144431994e-06 2.102350038019671713e-06
