# s	p(s)	error
1.000000000000000000e+00 1.245867527453087042e+00 3.789300258277600308e-02
1.811609194200414219e+00 1.940356347624662969e-01 1.111044812625223109e-02
2.438354098268828540e+00 7.893431953815893687e-02 6.108121030290062335e-03
3.281927872511474220e+00 4.214037405598775737e-02 3.846872242028327379e-03
4.417344703140069662e+00 1.930708025699040195e-02 2.244402490912545799e-03
5.945570708544391181e+00 3.140274688255413615e-02 2.467232807615416142e-03
8.002502278161049531e+00 1.267368877897239593e-02 1.351019763272488143e-03
1.077105056036769071e+01 1.102110988920371182e-02 1.085942225169844689e-03
1.449740670372631612e+01 7.790797668093757747e-03 7.869894088516339549e-04
1.951293422635963282e+01 3.425717808909980663e-03 4.498187854719942454e-04
2.626363527653332852e+01 2.413537345900359458e-03 3.254413093311841381e-04
3.534981105030105653e+01 1.499743220427689769e-03 2.211250741499036596e-04
4.757944314009409226e+01 8.478028301321801578e-04 1.433048338114179638e-04
6.404004271197280218e+01 5.399030915486448560e-04 9.857236736932319869e-05
8.619535664753031767e+01 3.209028271393974730e-04 6.550401529233978385e-05
1.160155301739971492e+02 1.688802895184761648e-04 4.095948657468048888e-05
1.561523006000496423e+02 6.642633552673466888e-05 2.214211184224488963e-05
2.101748011332487067e+02 2.193438785663039538e-05 1.096719392831519769e-05
2.828869434625969461e+02 3.259291891890651194e-05 1.152333699311105545e-05
3.807546021222372019e+02 2.421536380677467479e-05 8.561423978334829841e-06
5.124805876960931528e+02 1.349335677221979886e-05 5.508639834877722168e-06
6.897785379387657940e+02 5.012538828247916909e-06 2.893990641812386320e-06
9.284145445194744752e+02 4.965514201560589583e-06 2.482757100780294792e-06
1.249609141291986816e+03 2.766898536557876986e-06 1.597469614902071930e-06
