# mu	p(mu)	err
-7.470949683558749257e+02 1.268867157758152102e-06 7.325807950975445107e-07
-5.605171829707578581e+02 1.691822877010873281e-06 8.459114385054366406e-07
-5.138727366244786481e+02 2.537734315516304204e-06 1.036025695961012924e-06
-4.672282902781993243e+02 5.075468631032613491e-06 1.465161590195090504e-06
-4.205838439319200575e+02 5.921380069538049920e-06 1.582555391220217093e-06
-3.739393975856407906e+02 8.882070104307085044e-06 1.938226599090073017e-06
-3.272949512393615805e+02 1.987891880487771627e-05 2.899638322460824507e-06
-2.806505048930822568e+02 3.299054610171202919e-05 3.735443769485704901e-06
-2.340060585468030467e+02 6.090562357239129413e-05 5.075468631032607562e-06
-1.873616122005237230e+02 1.328080958453535651e-04 7.494794440200176715e-06
-1.407171658542445130e+02 3.197545237550550616e-04 1.162935959454043726e-05
-9.407271950796530291e+01 9.025875048852986587e-04 1.953854005081436586e-05
-4.742827316168597918e+01 3.302015300205972219e-03 3.737119554258463218e-05
-7.838268154067691285e-01 8.175734053155025993e-03 5.880453619297679332e-05
4.586061953087255461e+01 6.292735191041943371e-03 5.159019614998606388e-05
9.250506587715176465e+01 1.654602773716630070e-03 2.645418126185080607e-05
1.391495122234310884e+02 3.599353170840633538e-04 1.233842376163767733e-05
1.857939585697102984e+02 9.897163830513609436e-05 6.469978397565846999e-06
2.324384049159895085e+02 3.341350182096474656e-05 3.759312662633710379e-06
2.790828512622687185e+02 1.099684870057062275e-05 2.156659465855271886e-06
3.257272976085481559e+02 7.190247227296211339e-06 1.743891105438046654e-06
3.723717439548273660e+02 2.960690034769028771e-06 1.119035648735146601e-06
4.190161903011065760e+02 1.691822877010873281e-06 8.459114385054366406e-07
4.656606366473857861e+02 8.459114385054325113e-07 5.981497144504584352e-07
5.123050829936652235e+02 1.268867157758152102e-06 7.325807950975445107e-07
