# mu	p(mu)	err
-1.291483236652426967e+03 8.709748918013205681e-07 5.028575882388976784e-07
-1.155576664332758810e+03 1.161299855735094161e-06 5.806499278675470807e-07
-1.087623378172924276e+03 5.806499278675470807e-07 4.105815014906221889e-07
-1.019670092013089743e+03 5.806499278675548099e-07 4.105815014906276417e-07
-9.517168058532561190e+02 8.709748918013205681e-07 5.028575882388976784e-07
-7.478569473737534281e+02 2.322599711470219239e-06 8.211630029812552834e-07
-6.799036612139198041e+02 1.161299855735094161e-06 5.806499278675470807e-07
-6.119503750540852707e+02 5.806499278675548099e-07 4.105815014906276417e-07
-5.439970888942516467e+02 1.161299855735094161e-06 5.806499278675470807e-07
-4.760438027344171132e+02 2.032274747536414941e-06 7.681276539625612992e-07
-4.080905165745825798e+02 6.387149206543103332e-06 1.361744786305158297e-06
-3.401372304147489558e+02 1.190332352128471584e-05 1.858986813296163196e-06
-2.721839442549144223e+02 2.961314632124529742e-05 2.932138406978977425e-06
-2.042306580950807984e+02 6.329084213756263190e-05 4.286596722450809924e-06
-1.362773719352462649e+02 2.427116698486379029e-04 8.394358629169514378e-06
-6.832408577541264094e+01 1.725691585622349993e-03 2.238328276541726083e-05
-3.707996155781074776e-01 1.015847048804273574e-02 5.430706747803005406e-05
6.758248654425642599e+01 2.283115516375225622e-03 2.574578470251557693e-05
1.355357727040900500e+02 1.320978585898669475e-04 6.192843129842046768e-06
2.034890588639245834e+02 2.119372236716575035e-05 2.480537579209371571e-06
2.714423450237582074e+02 1.103234862948339443e-05 1.789683273084816781e-06
3.393956311835927409e+02 4.935524386874215672e-06 1.197040492052601873e-06
4.073489173434263648e+02 2.903249639337735509e-06 9.180881476369624624e-07
4.753022035032608983e+02 8.709748918013205681e-07 5.028575882388976784e-07
5.432554896630954318e+02 1.161299855735109620e-06 5.806499278675548099e-07
6.112087758229290557e+02 1.741949783602641136e-06 7.111480212296744459e-07
6.791620619827635892e+02 1.451624819668887236e-06 6.491863549211011221e-07
1.222788351261436219e+03 5.806499278675470807e-07 4.105815014906221889e-07
