# s	p(s)	error
1.000000000000000000e+00 1.251570945533964752e+00 3.838741258133131218e-02
1.811609194200414219e+00 1.787270906422797345e-01 1.077764908240511771e-02
2.438354098268828540e+00 7.001537774125121683e-02 5.814460641663071229e-03
3.281927872511474220e+00 3.874511296096764396e-02 3.728250232966187801e-03
4.417344703140069662e+00 2.398851849841951780e-02 2.528611871602931809e-03
5.945570708544391181e+00 3.703141152329677416e-02 2.708005007349059169e-03
8.002502278161049531e+00 1.132888392075557041e-02 1.291046142253628052e-03
1.077105056036769071e+01 1.213352872020897859e-02 1.151663580147893953e-03
1.449740670372631612e+01 6.903205648132620421e-03 7.487577808328711943e-04
1.951293422635963282e+01 4.706458463727831477e-03 5.329014830634478707e-04
2.626363527653332852e+01 2.331152649531133703e-03 3.232727080314706835e-04
3.534981105030105653e+01 1.565427537865353479e-03 2.283410745012998111e-04
4.757944314009409226e+01 8.413598246264912973e-04 1.442920195191926250e-04
6.404004271197280218e+01 5.699441352576245078e-04 1.023649885513347013e-04
8.619535664753031767e+01 2.322133899849855966e-04 5.632001968181422571e-05
1.160155301739971492e+02 9.133738816367662622e-05 3.044579605455887428e-05
1.561523006000496423e+02 6.032034378856774838e-05 2.132646206820004622e-05
2.101748011332487067e+02 3.361188069924380529e-05 1.372199283474159781e-05
2.828869434625969461e+02 3.329655423568942801e-05 1.177210964510082790e-05
3.807546021222372019e+02 1.546133717601600962e-05 6.914520189723285566e-06
5.124805876960931528e+02 1.608210261324445264e-05 6.078463439095255158e-06
6.897785379387657940e+02 1.024150499490490925e-05 4.181076905947043879e-06
1.681924324880868880e+03 1.400057112593030647e-06 9.899898783629895840e-07
