# gamma	percentage
0.000000000000000000e+00 7.909050210360566435e-01
7.000000330349840511e-03 7.945650779276833831e-01
1.400000066069968102e-02 7.955632752617632919e-01
2.100000214209426716e-02 7.800912165835232059e-01
2.800000247244410420e-02 7.820876112516831347e-01
3.500000050070446039e-02 7.885758939232032638e-01
4.200000313314378869e-02 7.797584841388299770e-01
4.900000231244888704e-02 7.752665961354697766e-01
5.600000494488820840e-02 7.667819187957898297e-01
6.300000527523805238e-02 7.631218619041630902e-01
7.000000215245366642e-02 7.559681143432566142e-01
7.700000363384824908e-02 7.526407898963231036e-01
8.400000511524283175e-02 7.311795472136030094e-01
9.100000199245844579e-02 7.290167863230964107e-01
9.800000347385301458e-02 7.127128965331229749e-01
1.050000003510686425e-01 6.887561605152029420e-01
1.120000075876869394e-01 6.932480485185629204e-01
1.190000033138578078e-01 6.955771756314163001e-01
1.260000105504761048e-01 6.830997089554161628e-01
1.330000074276916910e-01 6.679603827218694168e-01
1.400000031538626011e-01 6.521555915989361019e-01
1.470000115415256436e-01 6.521555915989361019e-01
1.540000072676964982e-01 6.494937320413893822e-01
1.610000029938673805e-01 6.455009427050694137e-01
1.680000113815303953e-01 6.476637035955760124e-01
1.750000071077012775e-01 6.469982387061893325e-01
1.820000039849168638e-01 6.376817302547760358e-01
1.890000112215351746e-01 6.338553071408026263e-01
1.960000069477060292e-01 6.316925462502960276e-01
