# gamma	CrltnCoeff
7.000000000000007952e-03 -6.399132755144092133e-02
1.400000000000001590e-02 -6.109760950510198518e-02
2.100000000000002212e-02 -6.039442421044391440e-02
2.800000000000003181e-02 -7.056311556679643882e-02
3.500000000000003803e-02 -9.648339292061024197e-02
4.200000000000004424e-02 -1.053822690886443425e-01
4.900000000000005046e-02 -1.111290069427962324e-01
5.600000000000006362e-02 -1.153750335346655637e-01
6.300000000000006983e-02 -1.404893553990781696e-01
7.000000000000007605e-02 -1.708688002529425709e-01
7.700000000000008227e-02 -1.377566957052496488e-01
8.400000000000008848e-02 -1.397837196399063509e-01
9.099999999999994205e-02 -1.350845709026661789e-01
9.799999999999994826e-02 -1.568757337628666482e-01
1.049999999999999545e-01 -1.837193833902659168e-01
1.119999999999999607e-01 -1.821509047048106844e-01
1.189999999999999669e-01 -1.676527534192143454e-01
1.259999999999999731e-01 -1.906999744581234502e-01
1.329999999999999793e-01 -2.235145979785932990e-01
1.399999999999999856e-01 -2.189734015032421821e-01
1.470000000000000195e-01 -2.293333910047754276e-01
1.539999999999999980e-01 -2.246304244972439912e-01
1.610000000000000042e-01 -1.978645460191122418e-01
1.680000000000000104e-01 -2.397123036048961764e-01
1.750000000000000167e-01 -2.326207438936355454e-01
1.820000000000000229e-01 -2.570890590333569925e-01
1.890000000000000291e-01 -2.526642474286321938e-01
1.960000000000000353e-01 -2.519802253407656401e-01
