# s	p(s)	error
1.000000000000000000e+00 1.241171000046347617e+00 3.715348205503308382e-02
1.811609194200414219e+00 1.995199236716344859e-01 1.106737408114983820e-02
2.438354098268828540e+00 7.936333313802465539e-02 6.016518758383724089e-03
3.281927872511474220e+00 4.574800515543264723e-02 3.937361379760037985e-03
4.417344703140069662e+00 2.265941243309731179e-02 2.388511790990841682e-03
5.945570708544391181e+00 3.554082278671923806e-02 2.578402284113352674e-03
8.002502278161049531e+00 1.042324346481473575e-02 1.203572484047959025e-03
1.077105056036769071e+01 1.063522262490300407e-02 1.047919623211223750e-03
1.449740670372631612e+01 7.134442647866370314e-03 7.398072394662055318e-04
1.951293422635963282e+01 3.818736103660542048e-03 4.665328679275703881e-04
2.626363527653332852e+01 2.413723074053180252e-03 3.197054312577942217e-04
3.534981105030105653e+01 1.384308880176626571e-03 2.086924158864964787e-04
4.757944314009409226e+01 7.246190780752679531e-04 1.301454283720716962e-04
6.404004271197280218e+01 4.167993700974225216e-04 8.507881515434384697e-05
8.619535664753031767e+01 2.451529677896397688e-04 5.624194801600639412e-05
1.160155301739971492e+02 1.629672051221001323e-04 3.952535295471283882e-05
1.561523006000496423e+02 7.122279915396970108e-05 2.252262666592577122e-05
2.101748011332487067e+02 2.116638889743325584e-05 1.058319444871662792e-05
2.828869434625969461e+02 3.931465979637242103e-05 1.243238703911884197e-05
3.807546021222372019e+02 2.336749997206267091e-05 8.261658844810986004e-06
5.124805876960931528e+02 6.510453786981002680e-06 3.758812246460100748e-06
6.897785379387657940e+02 3.224688311208355990e-06 2.280198972068424459e-06
