# mu	p(mu)	err
-5.336393397986211085e+02 1.927834257955152106e-06 8.621536900281169601e-07
-4.824717270432036571e+02 2.698967961137212610e-06 1.020114003100014960e-06
-4.313041142877862058e+02 8.482470735002667234e-06 1.808468837168070035e-06
-3.801365015323687544e+02 1.426597350886812270e-05 2.345311597782974226e-06
-3.289688887769513030e+02 1.773607517318741869e-05 2.615041618045059124e-06
-2.778012760215339085e+02 4.472575478455957697e-05 4.152682079971343466e-06
-2.266336632661165140e+02 8.096903883411629189e-05 5.587394507247726376e-06
-1.754660505106990058e+02 1.985669285693808744e-04 8.749904312539497563e-06
-1.242984377552816113e+02 5.490471966656266991e-04 1.454972161222498365e-05
-7.313082499986410312e+01 1.832213678760578413e-03 2.657895520071728877e-05
-2.196321224444670861e+01 5.315424616033951298e-03 4.527086849259327728e-05
2.920440051097068590e+01 6.874656963868063311e-03 5.148436501819710916e-05
8.037201326638819410e+01 3.337852234223553840e-03 3.587429688545356769e-05
1.315396260218055886e+02 9.245893101152898594e-04 1.888096897184767705e-05
1.827072387772230968e+02 2.409792822443942496e-04 9.639171289775769848e-06
2.338748515326404913e+02 6.361853051252008980e-05 4.952695883310452425e-06
2.850424642880578858e+02 1.927834257955153970e-05 2.726369353607650382e-06
3.362100770434752803e+02 8.868037586593709344e-06 1.849113661204702781e-06
3.873776897988926748e+02 3.084534812728233121e-06 1.090547741443055452e-06
4.385453025543102967e+02 1.927834257955154224e-06 8.621536900281179130e-07
