# s	p(s)	error
1.000000000000000000e+00 1.300794464963268560e+00 3.995358439157840197e-02
1.804721766827170226e+00 1.815531631759673137e-01 1.111087314725444156e-02
2.424462017082328114e+00 7.997320798955548371e-02 6.362326815499155797e-03
3.257020655659783159e+00 3.805429459988468599e-02 3.786543837409242063e-03
4.375479375074184496e+00 2.580269098861444690e-02 2.690116496293352543e-03
5.878016072274911963e+00 2.150350580423716906e-02 2.118803385209069769e-03
7.896522868499724623e+00 2.082436253819560518e-02 1.798950927960649409e-03
1.060818355139448244e+01 1.226217908712821242e-02 1.191008118902053478e-03
1.425102670302997687e+01 7.233291163749933951e-03 7.892167686080783610e-04
1.914481976169957633e+01 3.076753974882777149e-03 4.440911839072056271e-04
2.571913809059344302e+01 2.242560987365680748e-03 3.271111393556050645e-04
3.455107294592217926e+01 1.349661542416652005e-03 2.189440134563662530e-04
4.641588833612777165e+01 9.253460867654865734e-04 1.564120364652468167e-04
6.235507341273912374e+01 5.510475191172471655e-04 1.041381925830961967e-04
8.376776400682915380e+01 2.343936676142760131e-04 5.859841690356900327e-05
1.125335582600764610e+02 1.635731521194621555e-04 4.223440626968862234e-05
1.511775070615661605e+02 7.305637935803576148e-05 2.435212645267858603e-05
2.030917620904734804e+02 4.229690086242484190e-05 1.598672584438993238e-05
2.728333376486766610e+02 3.148497980909259681e-05 1.190020380124984224e-05
3.665241237079625876e+02 1.004434232464679978e-05 5.799103744967581952e-06
4.923882631706736674e+02 4.984540377489154455e-06 3.524602302020734290e-06
6.614740641230146139e+02 3.710393668162849269e-06 2.623644523629579263e-06
8.886238162743397879e+02 8.285831870226177413e-06 3.382676696090830293e-06
2.894266124716748891e+03 8.479970650301466609e-07 5.996244751091064188e-07
