# s	p(s)	error
1.000000000000000000e+00 1.158966876840213933e+00 3.654029369385746601e-02
1.811609194200414219e+00 2.117643066870876778e-01 1.160461252225943908e-02
2.438354098268828540e+00 7.276072033818899165e-02 5.863225932754121891e-03
3.281927872511474220e+00 4.317666783010272458e-02 3.893109030852579672e-03
4.417344703140069662e+00 2.868827518931043805e-02 2.735319714299001403e-03
5.945570708544391181e+00 3.700946969590004909e-02 2.677911242729271845e-03
8.002502278161049531e+00 1.324448464665827982e-02 1.380832977792937136e-03
1.077105056036769071e+01 1.101671725871778036e-02 1.085509406427250054e-03
1.449740670372631612e+01 7.469827526408762998e-03 7.704538816626766134e-04
1.951293422635963282e+01 4.073798588993347153e-03 4.904277184355669908e-04
2.626363527653332852e+01 2.412575393988880719e-03 3.253115997619011163e-04
3.534981105030105653e+01 9.125233326226809627e-04 1.724507002616776819e-04
4.757944314009409226e+01 8.232516418724735710e-04 1.411864917973765991e-04
6.404004271197280218e+01 6.476254859803913261e-04 1.079375809967318922e-04
8.619535664753031767e+01 3.207749264510198657e-04 6.547790767365013222e-05
1.160155301739971492e+02 1.290922786078446162e-04 3.580375613746668187e-05
1.561523006000496423e+02 8.853314707110430579e-05 2.555731814685340141e-05
2.101748011332487067e+02 6.577693672111880490e-05 1.898816606120346258e-05
2.828869434625969461e+02 1.628996425839329226e-05 8.144982129196646131e-06
3.807546021222372019e+02 6.051428101573423906e-06 4.279005846485403512e-06
5.124805876960931528e+02 1.573597525528701744e-05 5.947639594650797306e-06
6.897785379387657940e+02 3.340360669920492912e-06 2.361991681309619129e-06
9.284145445194744752e+02 3.722651340428644453e-06 2.149273753495599279e-06
