# s	p(s)	error
1.000000000000000000e+00 1.232980981392647779e+00 3.731170185979154619e-02
1.811609194200414219e+00 1.857314662542406680e-01 1.075913496013674447e-02
2.438354098268828540e+00 7.408954842878091862e-02 5.857293096207428704e-03
3.281927872511474220e+00 4.403669088850720864e-02 3.892330343534912158e-03
4.417344703140069662e+00 2.198218711185465774e-02 2.370400197348170295e-03
5.945570708544391181e+00 3.608226500886066446e-02 2.617682631410392369e-03
8.002502278161049531e+00 1.185187927221090579e-02 1.293146045056776461e-03
1.077105056036769071e+01 1.299862335658085941e-02 1.167310836945497894e-03
1.449740670372631612e+01 6.542183220394802261e-03 7.138107099459320643e-04
1.951293422635963282e+01 4.976335013255494058e-03 5.366120048687093901e-04
2.626363527653332852e+01 2.192547832666358158e-03 3.070181063361478342e-04
3.534981105030105653e+01 1.309575372538540053e-03 2.045213124060165451e-04
4.757944314009409226e+01 5.695418298137966840e-04 1.162572391845714630e-04
6.404004271197280218e+01 5.289363100015630811e-04 9.657011615713383015e-05
8.619535664753031767e+01 2.488877200333100385e-04 5.709875894281273733e-05
1.160155301739971492e+02 1.557175610707126089e-04 3.892939026767815224e-05
1.561523006000496423e+02 1.156925343757295415e-04 2.892313359393238538e-05
2.101748011332487067e+02 3.760547980576203287e-05 1.421353535704398196e-05
2.828869434625969461e+02 3.991359406670778203e-05 1.262178668541791916e-05
3.807546021222372019e+02 8.896308461043585716e-06 5.136286084777459546e-06
5.124805876960931528e+02 1.321927296278408291e-05 5.396745588231767826e-06
6.897785379387657940e+02 3.273814422199420684e-06 2.314936378283529131e-06
