# r	g(r)	err
2.797979797979798011e+00 2.032807747796077535e+00 1.767458454616772923e-02
2.818181818181818343e+00 1.903185763527188490e+00 1.697919970843684428e-02
2.838383838383838231e+00 1.728353197413530218e+00 1.606537096914201906e-02
2.858585858585858563e+00 1.588878633203887336e+00 1.529465751387157867e-02
2.878787878787878896e+00 1.456328882370387046e+00 1.454004333590330940e-02
2.898989898989898784e+00 1.327306706241465850e+00 1.378429557937832332e-02
2.919191919191919560e+00 1.148056716397147126e+00 1.273106274785003843e-02
2.939393939393939448e+00 1.077189576541444760e+00 1.224711826798038222e-02
2.959595959595959780e+00 9.647414123411769404e-01 1.151114885377054614e-02
2.979797979797980112e+00 8.674277209091356688e-01 1.084115271357031715e-02
3.000000000000000000e+00 8.041861479544485380e-01 1.036818348684044599e-02
3.020202020202020332e+00 7.024581322810459216e-01 9.625423874068960578e-03
3.040404040404040664e+00 6.436989193495885608e-01 9.152836911497612762e-03
3.060606060606060552e+00 5.579126630267712272e-01 8.464889836072164372e-03
3.080808080808080884e+00 5.082838994945753086e-01 8.026647056146359732e-03
3.101010101010101216e+00 4.754102104070820345e-01 7.712171995231167747e-03
3.121212121212121104e+00 4.188905316375118315e-01 7.192379957311848329e-03
3.141414141414141437e+00 4.081561365880916892e-01 7.053969959160743229e-03
3.161616161616161769e+00 3.649237936797200543e-01 6.627314530567481043e-03
3.181818181818181657e+00 3.379637681567643215e-01 6.337315775075722836e-03
3.202020202020201989e+00 3.269070200952882699e-01 6.193465044394057435e-03
3.222222222222222321e+00 3.033541462691482504e-01 5.928776982505125186e-03
3.242424242424242653e+00 2.755548611588495289e-01 5.615388854610640738e-03
3.262626262626262985e+00 2.649196800557048204e-01 5.471865555956632529e-03
3.282828282828282873e+00 2.491661992074907794e-01 5.274023157251016107e-03
3.303030303030303205e+00 2.624479053517653204e-01 5.379657568665935884e-03
3.323232323232323537e+00 2.479374447356884337e-01 5.197039194513248909e-03
3.343434343434343425e+00 2.438740424397294604e-01 5.123132926902683806e-03
3.363636363636363757e+00 2.398900790145346296e-01 5.050597272172233955e-03
3.383838383838384090e+00 2.389255010671094970e-01 5.010340892353958367e-03
3.404040404040403978e+00 2.489723028006986527e-01 5.084244726389161410e-03
3.424242424242424310e+00 2.448120001261456513e-01 5.011843283210128293e-03
3.444444444444444642e+00 2.577676709013652645e-01 5.112586563546279647e-03
3.464646464646464530e+00 2.619865539166182367e-01 5.124201635358495086e-03
3.484848484848484862e+00 2.787709802114306523e-01 5.255154825660588239e-03
3.505050505050505194e+00 2.698869732882593908e-01 5.140937407485544376e-03
3.525252525252525526e+00 2.954577148529274888e-01 5.348143725262637788e-03
3.545454545454545414e+00 3.127731572938944882e-01 5.471273817487244152e-03
3.565656565656565746e+00 3.143488504683128459e-01 5.453961431954681451e-03
3.585858585858586078e+00 3.300908830872699706e-01 5.557369091401535149e-03
3.606060606060606410e+00 3.613744684913935412e-01 5.782176528471776739e-03
3.626262626262626299e+00 3.593720037626325636e-01 5.734010733842160104e-03
3.646464646464646631e+00 3.861638948551015527e-01 5.910979603336049756e-03
3.666666666666666963e+00 4.152086472536045125e-01 6.095472824616617394e-03
3.686868686868686851e+00 4.490827704129619624e-01 6.304507442128683484e-03
3.707070707070707183e+00 4.771182545239326389e-01 6.462905143902082650e-03
3.727272727272727515e+00 4.989788994700662950e-01 6.573483147208136930e-03
3.747474747474747403e+00 5.532378445865528960e-01 6.884348709300711251e-03
3.767676767676767735e+00 5.741021692865331261e-01 6.975359440474167110e-03
3.787878787878788067e+00 6.194781753821090309e-01 7.207133506870939434e-03
3.808080808080808399e+00 6.777991428871847912e-01 7.498769202139278153e-03
3.828282828282828287e+00 7.471711086957301129e-01 7.831620866428242594e-03
3.848484848484848619e+00 8.040869839578929090e-01 8.081786437694174832e-03
3.868686868686868952e+00 8.794702018142017685e-01 8.407998397984901839e-03
3.888888888888889284e+00 9.598503357886716270e-01 8.738197586400627340e-03
3.909090909090909172e+00 1.038604910961667294e+00 9.042636026255971085e-03
3.929292929292929504e+00 1.088654191939999238e+00 9.210351460158845358e-03
3.949494949494949836e+00 1.216066184307781350e+00 9.684622083680694687e-03
3.969696969696969724e+00 1.302128203993631717e+00 9.970459003776827034e-03
3.989898989898990056e+00 1.374826565345623752e+00 1.019313301614959213e-02
