# r	g(r)	err
2.010101010101010388e+00 0.000000000000000000e+00 nan
2.030303030303030276e+00 0.000000000000000000e+00 nan
2.050505050505050164e+00 1.144536309024398336e-03 5.722681545121991679e-04
2.070707070707070940e+00 0.000000000000000000e+00 nan
2.090909090909090828e+00 5.503651982378400011e-03 1.230653995709957583e-03
2.111111111111111160e+00 6.478587499176263753e-03 1.322436135579631690e-03
2.131313131313131493e+00 1.589088186201558991e-02 2.051504026937862966e-03
2.151515151515151381e+00 3.326690683671152532e-02 2.940406926667479739e-03
2.171717171717171713e+00 5.764918587041929776e-02 3.834766801601420527e-03
2.191919191919192045e+00 1.056707141377150744e-01 5.143969880243272341e-03
2.212121212121211933e+00 2.143827879604645326e-01 7.259917273843564424e-03
2.232323232323232265e+00 3.679273553985672462e-01 9.424744712409123537e-03
2.252525252525252597e+00 5.837675924492735646e-01 1.176510906129715935e-02
2.272727272727272485e+00 9.367823277186891895e-01 1.477126386207539867e-02
2.292929292929293261e+00 1.284185042447877789e+00 1.714228755662632747e-02
2.313131313131313149e+00 1.846458857485133498e+00 2.037582325825617116e-02
2.333333333333333037e+00 2.421855645856089367e+00 2.313358692291719865e-02
2.353535353535353813e+00 2.966883658394380063e+00 2.538488304382029159e-02
2.373737373737373701e+00 3.482836982915624269e+00 2.726964856407291041e-02
2.393939393939394034e+00 3.920146719141529790e+00 2.868690164505659571e-02
2.414141414141414366e+00 4.308950811167226114e+00 2.982419270800203831e-02
2.434343434343434254e+00 4.644571251540691392e+00 3.070694434646742757e-02
2.454545454545454586e+00 4.950232974501502348e+00 3.144035024152051772e-02
2.474747474747474918e+00 5.064218127598322461e+00 3.154067235433999361e-02
2.494949494949494806e+00 5.074149206264352507e+00 3.131594294364536263e-02
2.515151515151515138e+00 4.874672679940994513e+00 3.044768039248463287e-02
2.535353535353535470e+00 4.999431500354596380e+00 3.058915071250649723e-02
2.555555555555555358e+00 4.751962284930614899e+00 2.958671858766470306e-02
2.575757575757575690e+00 4.650876456994326169e+00 2.904076488923534177e-02
2.595959595959596022e+00 4.417385685606375567e+00 2.808215072667738510e-02
2.616161616161615910e+00 4.159587722660622156e+00 2.703997024423664131e-02
2.636363636363636687e+00 3.921259110145975946e+00 2.605272123911859389e-02
2.656565656565656575e+00 3.632734111110021313e+00 2.488524306649941495e-02
2.676767676767676907e+00 3.446971606468565597e+00 2.405768358955386044e-02
2.696969696969697239e+00 3.234093240965084437e+00 2.312841314635845011e-02
2.717171717171717127e+00 2.917475168826201504e+00 2.180379719175778996e-02
2.737373737373737459e+00 2.736173537805277611e+00 2.095961774851676576e-02
2.757575757575757791e+00 2.502579808957987595e+00 1.989812481388959081e-02
2.777777777777777679e+00 2.282327769098141612e+00 1.886414573657065052e-02
