# s	p(s)	error
1.000000000000000000e+00 1.203659830983584866e+00 3.846913503154194419e-02
1.811609194200414219e+00 1.927413512820235486e-01 1.143709502385019394e-02
2.438354098268828540e+00 7.714641197518319615e-02 6.236917749237166908e-03
3.281927872511474220e+00 4.420527030917779931e-02 4.069424982396345133e-03
4.417344703140069662e+00 2.699799542805015468e-02 2.741231112416570633e-03
5.945570708544391181e+00 3.515413761636965867e-02 2.696199276487787778e-03
8.002502278161049531e+00 1.136912362180042026e-02 1.321633775620877430e-03
1.077105056036769071e+01 1.164295403078440851e-02 1.152824232657154819e-03
1.449740670372631612e+01 6.445317936440484938e-03 7.393286722087941956e-04
1.951293422635963282e+01 3.717495971047005739e-03 4.839767520462100311e-04
2.626363527653332852e+01 2.715152519114109094e-03 3.565169919549632921e-04
3.534981105030105653e+01 1.321653393372297950e-03 2.144004917151489113e-04
4.757944314009409226e+01 7.493758940411221004e-04 1.391556100656967635e-04
6.404004271197280218e+01 6.719508489456975289e-04 1.135804237909790010e-04
8.619535664753031767e+01 2.424856964751763530e-04 5.881141995697741998e-05
1.160155301739971492e+02 9.537783408839903482e-05 3.179261136279967602e-05
1.561523006000496423e+02 1.102302326676453159e-04 2.946026887905038162e-05
2.101748011332487067e+02 5.849792082563699239e-05 1.849866681932104458e-05
2.828869434625969461e+02 4.346184636783152852e-05 1.374384258386638555e-05
3.807546021222372019e+02 1.937435105084779236e-05 7.909545695355359640e-06
5.124805876960931528e+02 9.596296266759464706e-06 4.798148133379732353e-06
6.897785379387657940e+02 5.347276640257666996e-06 3.087251607684162031e-06
1.249609141291986816e+03 1.967781519831888858e-06 1.391431656566699331e-06
1.681924324880868880e+03 1.461990732205823063e-06 1.033783560774623310e-06
