# r	c(r)	err
2.242273784330243824e+00 1.024752502327332254e-01 2.902516120800710184e-02
2.351587881791787016e+00 6.062826509456392676e-02 9.107860971749261528e-03
2.470638621142888347e+00 2.283775514607768245e-02 7.510733937086759224e-03
2.599266967022086927e+00 1.345898992825835840e-02 8.727053471824048822e-03
2.729001004970039723e+00 2.755498939675688624e-02 1.209038706724292582e-02
2.860616073879709731e+00 1.352833048164280363e-02 2.009263970630488852e-02
2.987681202328996921e+00 3.519112815834136987e-02 3.815237968582578520e-02
3.124200573248327562e+00 4.296777782799511558e-02 7.980868844676221319e-02
3.269877891304254991e+00 -1.730671256773397837e-01 1.474419561548971358e-01
3.430423421487702740e+00 5.380901939289543107e-02 9.090909090909091161e-02
3.553985363809541553e+00 1.843925941884230063e-02 3.086066999241838388e-02
3.682892852611451051e+00 3.420867065187090800e-02 1.653626867130528200e-02
3.812889949556273361e+00 3.442139506654211256e-02 1.080591807684191941e-02
3.941755144543159783e+00 2.479941245225782825e-02 8.052741005510804032e-03
4.070879581238055600e+00 1.590024951439590606e-02 7.185324733628877143e-03
4.202296569208423094e+00 2.647754269170466204e-02 7.333144303605414888e-03
4.333961574806238559e+00 1.635516294862782855e-02 8.104142843194965182e-03
4.468584798793259871e+00 1.284586899275571605e-02 8.969421549263867019e-03
4.604830730317994281e+00 2.895034826115155252e-02 8.995148425783600771e-03
4.739316965861831932e+00 2.616593326300818353e-02 7.878413138572050445e-03
4.870836234571055634e+00 1.985528140760591670e-02 7.171453615944603857e-03
5.001953596767724441e+00 2.742714638684829939e-02 7.117843381010529116e-03
5.133919100800501845e+00 2.151198091379192753e-02 7.644285958333447116e-03
5.266552074138441952e+00 1.541838363194510293e-02 8.693351780259012118e-03
5.400314914072231964e+00 -1.904264671102948300e-03 9.787472418482798947e-03
5.536562258196750186e+00 1.848935276198025376e-02 1.012220412723644977e-02
5.672158800343057194e+00 6.787264067734478934e-03 9.260847332207951255e-03
5.806093031758415179e+00 1.465142697409208689e-02 7.748214000381863607e-03
5.938638889105380514e+00 1.179877751769249812e-02 6.654846326399233014e-03
6.070050145945747211e+00 6.913566827559159550e-03 5.938824493959139750e-03
6.202774641827381252e+00 8.786233722968517582e-03 5.580325863714713161e-03
6.335257107663347931e+00 1.193612223747811917e-02 5.425895239746804898e-03
6.467597146735258207e+00 1.048149566308688614e-02 5.467828983331419861e-03
6.600543528588200815e+00 9.404418347377000538e-04 5.634451134632225029e-03
6.733496492066697314e+00 4.130553908711883000e-03 5.797905247371355937e-03
6.867448470993860354e+00 4.085922344492130646e-03 5.962106035186265363e-03
7.001413490255912642e+00 6.084132648000822180e-03 5.888672902143829435e-03
7.134328976076670159e+00 8.427747392948303426e-03 5.780346820809248269e-03
7.267640024302566282e+00 8.908505095825766315e-03 5.640004525541446843e-03
7.400525399646080693e+00 3.448004312371833000e-03 5.620727894297313128e-03
7.533566761551320212e+00 3.617325011843275286e-03 5.631412682753389118e-03
7.667071340993035555e+00 1.062591374080210094e-02 5.595242932397482410e-03
7.800770913236846127e+00 2.080168222974890582e-03 5.463175962594368600e-03
7.934570101959471877e+00 4.065587920176984803e-03 5.238834191541467088e-03
