# mu	p(mu)	err
-5.662751680472808857e+02 1.046712133326198253e-06 7.401372474251923562e-07
-5.285789672956132108e+02 2.093424266652396506e-06 1.046712133326198253e-06
-4.908827665439455359e+02 2.093424266652399471e-06 1.046712133326199735e-06
-4.531865657922779178e+02 2.616780333315495421e-06 1.170259741495601107e-06
-4.154903650406102429e+02 7.326984933283387348e-06 1.958219092742940178e-06
-3.777941642889425680e+02 1.099047739992509796e-05 2.398318790898010093e-06
-3.400979635372749499e+02 1.936417446653466705e-05 3.183450672302556665e-06
-3.024017627856072750e+02 2.826122759980734733e-05 3.845865951343830727e-06
-2.647055620339396000e+02 3.872834893306933410e-05 4.502079115916023149e-06
-2.270093612822719251e+02 7.693334179947556716e-05 6.345355085369243547e-06
-1.893131605306042502e+02 1.287455923991225829e-04 8.208519162322488422e-06
-1.516169597789366321e+02 2.784254274647687192e-04 1.207127319618578367e-05
-1.139207590272689572e+02 5.474304457296016741e-04 1.692634174441339767e-05
-7.622455827560128228e+01 1.367529402190679989e-03 2.675265984863289427e-05
-3.852835752393366420e+01 3.341105129577224414e-03 4.181611697567625714e-05
-8.321567722659892752e-01 6.378140384423188619e-03 5.777576017861458358e-05
3.686404397940168565e+01 7.102465180684918063e-03 6.096817399738060721e-05
7.456024473106936057e+01 4.276342420704183113e-03 4.730803049170719015e-05
1.122564454827370355e+02 1.811858702787649215e-03 3.079362343148739145e-05
1.499526462344047104e+02 6.761760381287240402e-04 1.881172059347274971e-05
1.876488469860723853e+02 2.480707755983097267e-04 1.139426809282615040e-05
2.253450477377399466e+02 8.426032673275895451e-05 6.640644033119401532e-06
2.630412484894076215e+02 4.134512926638482571e-05 4.651690469983202724e-06
3.007374492410752964e+02 2.669115939981805440e-05 3.737509892718222628e-06
3.384336499927429713e+02 1.779410626654536734e-05 3.051664048587980590e-06
3.761298507444106463e+02 6.803628866620288010e-06 1.886987133678953566e-06
4.138260514960783212e+02 3.663492466641693674e-06 1.384669999527501594e-06
5.646108545027489072e+02 1.046712133326198253e-06 7.401372474251923562e-07
