# s	p(s)	error
1.000000000000000000e+00 1.262630576926619730e+00 3.907743532917912904e-02
1.811609194200414219e+00 1.789147234951411758e-01 1.092895617828169158e-02
2.438354098268828540e+00 7.787152537786513895e-02 6.214824307756176315e-03
3.281927872511474220e+00 4.422094482527920423e-02 4.036801499166128154e-03
4.417344703140069662e+00 2.518850203650874892e-02 2.626082871559028142e-03
5.945570708544391181e+00 3.600439533321943275e-02 2.706256074285797331e-03
8.002502278161049531e+00 1.118360235767898968e-02 1.300067366729992747e-03
1.077105056036769071e+01 1.212666819283127195e-02 1.166889190917401193e-03
1.449740670372631612e+01 7.007526796740876432e-03 7.645838566784880167e-04
1.951293422635963282e+01 3.408912960330707804e-03 4.596577298008253294e-04
2.626363527653332852e+01 2.716895763770011633e-03 3.537097007336315589e-04
3.534981105030105653e+01 1.436937892186384777e-03 2.217243304518264318e-04
4.757944314009409226e+01 7.879853489195068382e-04 1.415263465853616471e-04
6.404004271197280218e+01 2.832796974066948358e-04 7.314250335832036935e-05
8.619535664753031767e+01 2.525599237862789369e-04 5.952894492174515522e-05
1.160155301739971492e+02 1.563690989831423544e-04 4.037432774821129842e-05
1.561523006000496423e+02 5.421574832670170683e-05 2.049162674510270312e-05
2.101748011332487067e+02 2.301734089725064071e-05 1.150867044862532036e-05
2.828869434625969461e+02 1.710105452899948433e-05 8.550527264499742163e-06
3.807546021222372019e+02 1.270546703501901219e-05 6.352733517509506096e-06
6.897785379387657940e+02 3.506679883192684964e-06 2.479597124855997618e-06
9.284145445194744752e+02 3.908005110098522434e-06 2.256287802309815334e-06
