# gamma	CrltnCoeff
0.000000000000000000e+00 6.442627954971670567e-03
7.999999972558071229e-03 -1.153875182563550150e-01
1.599999994511614593e-02 -8.837306583063239684e-02
2.399999877426056347e-02 -1.195489623748771379e-01
3.199999989023228492e-02 -1.112605643214853585e-01
3.999999986279036135e-02 -1.130185672282439380e-01
4.799999754852112693e-02 -1.328531717305227455e-01
5.599999866449285185e-02 -1.368210919040950546e-01
6.399999863705091441e-02 -1.528317146763137624e-01
7.199999975302265320e-02 -1.391730256099205643e-01
7.999999972558072270e-02 -1.410996066755660916e-01
8.800000084155244762e-02 -1.467987273765618828e-01
9.599999509704225387e-02 -1.904692759421874049e-01
1.039999962130139788e-01 -1.925072484554522234e-01
1.119999961855720622e-01 -1.884606350048470269e-01
1.199999973015437593e-01 -2.521330274770635649e-01
1.279999972741018288e-01 -2.365751723770720405e-01
1.359999983900735676e-01 -2.326270104771328007e-01
1.439999983626316371e-01 -2.361732324834855123e-01
1.519999994786033759e-01 -2.486046140906992830e-01
1.599999994511614454e-01 -2.597571506237837391e-01
1.680000005671331564e-01 -2.612579042255305795e-01
1.760000005396912259e-01 -3.055732912509023791e-01
1.839999902215264382e-01 -2.991290777944451973e-01
1.919999913374981215e-01 -2.745389728297528142e-01
1.999999913100562188e-01 -2.787965425515365192e-01
