# r	g(r)	err
2.040404040404040664e+00 3.640955374973202634e-03 4.551194218716503293e-04
2.121212121212121104e+00 5.674378383071085330e-02 1.728259337347922602e-03
2.202020202020201989e+00 3.882245473080020992e-01 4.354658103497011275e-03
2.282828282828282873e+00 1.233477085705564580e+00 7.487316026999334996e-03
2.363636363636363313e+00 2.517791316796603951e+00 1.033149259617401061e-02
2.444444444444444642e+00 3.449581357223172162e+00 1.169329457730686715e-02
2.525252525252525082e+00 3.683756924442041392e+00 1.169700119906049232e-02
2.606060606060606410e+00 3.252047378055364923e+00 1.064946490211890473e-02
2.686868686868686851e+00 2.573167972950114457e+00 9.188010704751649327e-03
2.767676767676767735e+00 1.931066608761844883e+00 7.727110535135050563e-03
2.848484848484848619e+00 1.355893637051174272e+00 6.291189449788443452e-03
2.929292929292929060e+00 9.257192303010173262e-01 5.054878315105205445e-03
3.010101010101010388e+00 6.147605335742410970e-01 4.008720581739432139e-03
3.090909090909090828e+00 4.042431840653817332e-01 3.165694393023936026e-03
3.171717171717171713e+00 2.825270734621712077e-01 2.579107520685839251e-03
3.252525252525252597e+00 2.220498486790681569e-01 2.229658905818857669e-03
3.333333333333333481e+00 2.042946747684194764e-01 2.086813529594099773e-03
3.414141414141414366e+00 2.025409066647116674e-01 2.028657519522997221e-03
3.494949494949494806e+00 2.160086358498093384e-01 2.046579025036104459e-03
3.575757575757576134e+00 2.535176103742095011e-01 2.167054655115732784e-03
3.656565656565656575e+00 3.271808492560119852e-01 2.407434210087715850e-03
3.737373737373737459e+00 4.351361586417861749e-01 2.716313694548613215e-03
3.818181818181818343e+00 6.059545710271230234e-01 3.137597957585774346e-03
3.898989898989899228e+00 8.337405528656638420e-01 3.604103205897982252e-03
3.979797979797980112e+00 1.111141991780350891e+00 4.076220032177868199e-03
4.060606060606060552e+00 1.352145107118530420e+00 4.407117787334426280e-03
4.141414141414141881e+00 1.520730951683489263e+00 4.582594150630925865e-03
4.222222222222222321e+00 1.585067796882800195e+00 4.588985654545753821e-03
4.303030303030302761e+00 1.554362778843632276e+00 4.458981344871538327e-03
