# r	g(r)	err
4.383838383838384090e+00 1.455684953891329680e+00 4.235581351706203639e-03
4.464646464646464530e+00 1.328087240808670355e+00 3.972465126670203517e-03
4.545454545454545858e+00 1.211405272746302497e+00 3.726501295406531820e-03
4.626262626262626299e+00 1.134795014705437755e+00 3.543743601605651820e-03
4.707070707070707627e+00 1.117652876518708371e+00 3.456500419329905805e-03
4.787878787878788067e+00 1.141678219052444154e+00 3.434492534137701010e-03
4.868686868686868507e+00 1.200955272177416377e+00 3.464060263801173323e-03
4.949494949494949836e+00 1.224845866750707168e+00 3.441230004930258442e-03
5.030303030303030276e+00 1.214470029961257636e+00 3.371577280984388268e-03
5.111111111111111605e+00 1.159326471595204300e+00 3.242062776489511560e-03
5.191919191919192045e+00 1.055477303834201130e+00 3.045302163285873703e-03
5.272727272727273373e+00 9.368186821736911307e-01 2.825051237447584896e-03
5.353535353535353813e+00 8.195169422038802720e-01 2.602388667430633948e-03
5.434343434343434254e+00 7.050529434666756856e-01 2.377922246084720071e-03
5.515151515151515582e+00 6.142763306524680056e-01 2.187047968274628135e-03
5.595959595959596022e+00 5.612970082842094754e-01 2.060419538195806463e-03
5.676767676767677351e+00 5.556026470806321171e-01 2.020760750910746695e-03
5.757575757575757791e+00 5.941735773016337818e-01 2.060396826558290057e-03
5.838383838383839120e+00 6.669037964954462883e-01 2.152646993533036904e-03
5.919191919191919560e+00 7.849372792712862035e-01 2.303503743117324334e-03
6.000000000000000000e+00 9.116698283576620820e-01 2.449071173695751939e-03
6.080808080808081328e+00 1.058918788322055882e+00 2.604377269482541918e-03
6.161616161616162657e+00 1.167199989132571503e+00 2.698434389084564036e-03
6.242424242424242209e+00 1.271136076466312437e+00 2.779563549197200823e-03
6.323232323232323537e+00 1.318036014838835479e+00 2.794205646660024699e-03
6.404040404040404866e+00 1.347839338205916837e+00 2.789965715053230322e-03
6.484848484848485306e+00 1.328706754239516785e+00 2.735574859090295595e-03
6.565656565656565746e+00 1.289602758305934627e+00 2.661850625016359741e-03
6.646464646464647075e+00 1.224893717593697140e+00 2.562668144969219939e-03
6.727272727272727515e+00 1.162866362641783669e+00 2.466946524162710874e-03
6.808080808080807955e+00 1.096354226545696919e+00 2.366925625425004079e-03
6.888888888888889284e+00 1.035653985198870641e+00 2.273484649338551340e-03
6.969696969696970612e+00 9.841716368802896353e-01 2.190561205773747591e-03
7.050505050505051052e+00 9.536746279501995271e-01 2.131639465153601243e-03
7.131313131313131493e+00 9.373163382690123946e-01 2.089331986208511818e-03
7.212121212121212821e+00 9.342337572901039389e-01 2.062522175664515279e-03
7.292929292929293261e+00 9.336797713827937883e-01 2.039063908953407580e-03
7.373737373737373701e+00 9.313922103066022418e-01 2.014245959175907114e-03
7.454545454545455030e+00 9.273301701553692267e-01 1.988061858971626201e-03
7.535353535353536358e+00 9.180966467881752635e-01 1.956926136263197231e-03
7.616161616161616799e+00 9.009472438308053777e-01 1.917994666388844619e-03
7.696969696969697239e+00 8.875901052705106320e-01 1.883737203989917534e-03
7.777777777777778567e+00 8.698141073198411011e-01 1.845404430216382625e-03
7.858585858585859008e+00 8.656670608002114964e-01 1.822069379949196183e-03
7.939393939393939448e+00 8.802461717285189335e-01 1.818647738676749817e-03
8.020202020202020776e+00 9.100195073339125695e-01 1.830517600860617376e-03
8.101010101010102105e+00 9.487826947693187574e-01 1.850453045907035068e-03
8.181818181818181657e+00 1.001005209673039298e+00 1.881924561933600443e-03
8.262626262626262985e+00 1.046152909078417403e+00 1.905080537930844801e-03
8.343434343434344314e+00 1.096003384637934452e+00 1.931056411172404506e-03
8.424242424242425642e+00 1.140096678222497495e+00 1.950625287476372453e-03
8.505050505050505194e+00 1.158880556476250545e+00 1.947943280920827556e-03
8.585858585858586522e+00 1.171161710987848714e+00 1.939807202426335449e-03
8.666666666666667851e+00 1.171805716464562108e+00 1.922248712986599330e-03
8.747474747474747403e+00 1.154415805541854301e+00 1.890306817230573162e-03
8.828282828282828731e+00 1.128486440098686039e+00 1.851849976361179869e-03
8.909090909090910060e+00 1.093393695382477881e+00 1.806295325623484853e-03
8.989898989898989612e+00 1.050603365457800420e+00 1.754682107823416892e-03
9.070707070707070940e+00 1.012338395428304727e+00 1.707086698055461111e-03
9.151515151515152269e+00 9.841322903692613089e-01 1.668274853827150014e-03
9.232323232323233597e+00 9.552231965383091161e-01 1.629203351788678557e-03
9.313131313131313149e+00 9.294914868246931805e-01 1.593165332970404623e-03
9.393939393939394478e+00 9.194012088589921250e-01 1.570864217794697582e-03
9.474747474747475806e+00 9.135525089413729649e-01 1.552504899589315923e-03
9.555555555555557135e+00 9.183032036416783894e-01 1.543373268078822823e-03
9.636363636363636687e+00 9.243634027113313278e-01 1.535472550811371956e-03
9.717171717171718015e+00 9.322179042999666487e-01 1.529159222551307231e-03
9.797979797979799343e+00 9.487183567107332349e-01 1.529910333951831894e-03
9.878787878787878896e+00 9.612630045560667247e-01 1.527394842602577615e-03
9.959595959595960224e+00 9.752757923444471677e-01 1.526004688121749978e-03
