# s	p(s)	error
1.000000000000000000e+00 1.146917911494602205e+00 3.603525606775737772e-02
1.811609194200414219e+00 1.837408428057945853e-01 1.071598356626500201e-02
2.438354098268828540e+00 7.986464444810227603e-02 6.089622049228695169e-03
3.281927872511474220e+00 4.001767444627368775e-02 3.715547794679979841e-03
4.417344703140069662e+00 2.896276650232428376e-02 2.724587885485786360e-03
5.945570708544391181e+00 3.732376211855181758e-02 2.665983008467986970e-03
8.002502278161049531e+00 1.301622090813381316e-02 1.357034837948483839e-03
1.077105056036769071e+01 1.377006914339536266e-02 1.203096527108751248e-03
1.449740670372631612e+01 8.043957955876847310e-03 7.925947286248057619e-04
1.951293422635963282e+01 3.829519142275154744e-03 4.713812209565442315e-04
2.626363527653332852e+01 2.931412691800953756e-03 3.554860047226918195e-04
3.534981105030105653e+01 1.409251382522151361e-03 2.124526395961630787e-04
4.757944314009409226e+01 1.070818951471298307e-03 1.596282644723247474e-04
6.404004271197280218e+01 4.773479272399534746e-04 9.186565142969900402e-05
8.619535664753031767e+01 2.758406792625960557e-04 6.019337106994676720e-05
1.160155301739971492e+02 1.463854863179436675e-04 3.779657004239129651e-05
1.561523006000496423e+02 7.250609283241960792e-05 2.292843975900551466e-05
2.101748011332487067e+02 5.386941318490895783e-05 1.703500418810175481e-05
2.828869434625969461e+02 2.401381922697342426e-05 9.803600646920145072e-06
3.807546021222372019e+02 8.920701002848248462e-06 5.150369125354601427e-06
5.124805876960931528e+02 8.837012347493733230e-06 4.418506173746866615e-06
9.284145445194744752e+02 2.438995224738339034e-06 1.724630062694086926e-06
