# mu	p(mu)	err
-4.939177811382189702e+02 1.996045454628095216e-06 9.980227273140476081e-07
-4.543825384756991639e+02 2.495056818285122620e-06 1.115823330681974924e-06
-4.148472958131794144e+02 5.489125000227269679e-06 1.655033459373941083e-06
-3.753120531506596649e+02 5.988136363884294119e-06 1.728626070816392139e-06
-3.357768104881399154e+02 6.487147727541319405e-06 1.799211058704609600e-06
-2.962415678256201659e+02 1.397231818239668769e-05 2.640519939263403927e-06
-2.567063251631004164e+02 2.994068181942142909e-05 3.865325402023812320e-06
-2.171710825005806100e+02 5.139817045667352741e-05 5.064412219503942802e-06
-1.776358398380608605e+02 1.097825000045453902e-04 7.401534640393537933e-06
-1.381005971755411110e+02 2.614819545562808469e-04 1.142289222197398623e-05
-9.856535451302136153e+01 6.626870909365285096e-04 1.818483953534217240e-05
-5.903011185050161203e+01 1.862809420531672628e-03 3.048873675921423838e-05
-1.949486918798186252e+01 4.804481409289832264e-03 4.896417894455641872e-05
2.004037347453788698e+01 7.730684045774624362e-03 6.211037906568917031e-05
5.957561613705763648e+01 5.965680852519728537e-03 5.456136487807531287e-05
9.911085879957738598e+01 2.507033091012891325e-03 3.537001557081404917e-05
1.386461014620971355e+02 8.548064659444829221e-04 2.065328400603154256e-05
1.781813441246168850e+02 2.724602045567354048e-04 1.166022033317245648e-05
2.177165867871366345e+02 8.782600000363605737e-05 6.620133837495744849e-06
2.572518294496564977e+02 2.744562500113634755e-05 3.700767320196768967e-06
2.967870721121762472e+02 1.546935227336776101e-05 2.778377687216793850e-06
3.363223147746959967e+02 5.988136363884294119e-06 1.728626070816392139e-06
3.758575574372157462e+02 2.994068181942147059e-06 1.222323216810128008e-06
4.153928000997354957e+02 1.497034090971073530e-06 8.643130354081960693e-07
4.549280427622552452e+02 9.980227273140490904e-07 7.057086382620566085e-07
4.944632854247749947e+02 9.980227273140520550e-07 7.057086382620587261e-07
