# gamma	percentage
0.000000000000000000e+00 9.424012231361450498e-01
7.000000840870762055e-03 9.486087541604427686e-01
1.400000168174152411e-02 9.384806772260622099e-01
2.100000252261228703e-02 9.437080717728393298e-01
2.800000450752490253e-02 9.301495171671363416e-01
3.500000420435381288e-02 9.317830779630041915e-01
4.200000504522457406e-02 9.273724638141610521e-01
4.900000588609533525e-02 9.149574017655656144e-01
5.600000901504980505e-02 9.120169923330035955e-01
6.300000642379501026e-02 9.095666511392018760e-01
7.000000955274947312e-02 9.061361734678794466e-01
7.700000696149467139e-02 8.847365270420110006e-01
8.400001009044913425e-02 8.920875506234161589e-01
9.100001321940361099e-02 8.816327615298621412e-01
9.800001062814882313e-02 8.679108508445724235e-01
1.050000137571032860e-01 8.579461299897788162e-01
1.120000168860577627e-01 8.626834562977954146e-01
1.190000097186355438e-01 8.530454476021751553e-01
1.260000117035481593e-01 8.401403173148195291e-01
1.330000159765444834e-01 8.309923768579597914e-01
1.400000179614570850e-01 8.251115579928356425e-01
1.470000222344534091e-01 8.015882825323390470e-01
1.540000139229893428e-01 7.979944487814297771e-01
1.610000170519438334e-01 7.947273271896941882e-01
1.680000201808982963e-01 7.813321286635781515e-01
1.750000233098527591e-01 7.862328110511814794e-01
1.820000264388072220e-01 7.844358941757268999e-01
1.890000181273431834e-01 7.756146658780407321e-01
1.960000212562976463e-01 7.738177490025860417e-01
