# s	p(s)	error
1.000000000000000000e+00 1.264263177515245529e+00 4.101811386796332809e-02
1.811609194200414219e+00 1.755687708001078540e-01 1.135659970330797977e-02
2.438354098268828540e+00 7.859222816754660168e-02 6.549352347295550429e-03
3.281927872511474220e+00 4.500987742747974280e-02 4.272148504813231933e-03
4.417344703140069662e+00 2.229381090448062999e-02 2.591602876247083281e-03
5.945570708544391181e+00 3.335082670587334597e-02 2.732206181315032911e-03
8.002502278161049531e+00 1.197348497902916975e-02 1.411088737184465610e-03
1.077105056036769071e+01 1.186115693917198267e-02 1.210574260835137195e-03
1.449740670372631612e+01 5.966737305279835001e-03 7.400826780239132523e-04
1.951293422635963282e+01 3.682858753225189477e-03 5.011735966746858366e-04
2.626363527653332852e+01 2.330863690957916609e-03 3.436671021252588531e-04
3.534981105030105653e+01 1.694101007461256596e-03 2.525416675622831823e-04
4.757944314009409226e+01 1.034894914824333002e-03 1.701356759645843522e-04
6.404004271197280218e+01 5.610816106093928588e-04 1.079802063075605868e-04
8.619535664753031767e+01 2.470301689581365693e-04 6.175754223953414232e-05
1.160155301739971492e+02 1.261799758215719023e-04 3.804469416875184864e-05
1.561523006000496423e+02 8.522470303921143766e-05 2.695041745153824985e-05
2.101748011332487067e+02 4.432321745062191683e-05 1.675260152579769650e-05
2.828869434625969461e+02 1.411309403463700582e-05 8.148198639996177673e-06
3.807546021222372019e+02 1.398069346855222848e-05 6.990346734276114240e-06
6.897785379387657940e+02 3.858639466312392960e-06 2.728470132783533722e-06
1.681924324880868880e+03 1.582477077079138981e-06 1.118980272274925943e-06
3.046989570903508138e+03 1.310280176992803354e-06 7.564906129006255850e-07
