# s	p(s)	error
1.000000000000000000e+00 1.262229198604051028e+00 3.991519196757827015e-02
1.811609194200414219e+00 1.790634012455526169e-01 1.116966808281499163e-02
2.438354098268828540e+00 8.023671620234788804e-02 6.444768134139012422e-03
3.281927872511474220e+00 3.769079220151708848e-02 3.807344964855111005e-03
4.417344703140069662e+00 2.514546111789690841e-02 2.680515161713884539e-03
5.945570708544391181e+00 3.460447608112474788e-02 2.710431750689927879e-03
8.002502278161049531e+00 1.246061584535211944e-02 1.401928812569276823e-03
1.077105056036769071e+01 1.136715788106127355e-02 1.154160016300395924e-03
1.449740670372631612e+01 6.617005444791083761e-03 7.590225800711246362e-04
1.951293422635963282e+01 3.751834176745079408e-03 4.926399624295902443e-04
2.626363527653332852e+01 2.547177754398248593e-03 3.498817728216987457e-04
3.534981105030105653e+01 1.606806719740545494e-03 2.395286034695541955e-04
4.757944314009409226e+01 5.571064186824911581e-04 1.215705873218226761e-04
6.404004271197280218e+01 4.139099858178170378e-04 9.032256385277356088e-05
8.619535664753031767e+01 3.368078362574418775e-04 7.022928862705168321e-05
1.160155301739971492e+02 1.087982959446026838e-04 3.440504207300049946e-05
1.561523006000496423e+02 1.131664965072638176e-04 3.024501839940936556e-05
2.101748011332487067e+02 4.804492990779828186e-05 1.698644786971826405e-05
2.828869434625969461e+02 1.784782546913046551e-05 8.923912734565232755e-06
3.807546021222372019e+02 9.945218192258330661e-06 5.741874400449911208e-06
5.124805876960931528e+02 9.851918132380567441e-06 4.925959066190283720e-06
6.897785379387657940e+02 3.659810009096295662e-06 2.587876475286390873e-06
9.284145445194744752e+02 2.719106903387327086e-06 1.922698930156333444e-06
1.249609141291986816e+03 2.020198407478065808e-06 1.428495993270004388e-06
1.681924324880868880e+03 3.752336475344857944e-06 1.678095886664613156e-06
