# s	p(s)	error
1.000000000000000000e+00 1.184407586410862745e+00 3.685114783234152286e-02
1.811609194200414219e+00 1.873389379797797960e-01 1.088885459246210358e-02
2.438354098268828540e+00 7.852728020694273170e-02 6.076623381185036407e-03
3.281927872511474220e+00 4.366986403064974931e-02 3.905951381628231574e-03
4.417344703140069662e+00 2.413918022375006675e-02 2.503116384242079669e-03
5.945570708544391181e+00 3.914743831772001664e-02 2.747611525986248544e-03
8.002502278161049531e+00 1.232178151418538044e-02 1.328691871481472173e-03
1.077105056036769071e+01 1.224166906430309426e-02 1.141541526334933793e-03
1.449740670372631612e+01 7.829710977205091293e-03 7.869155614641275883e-04
1.951293422635963282e+01 4.818281071476773932e-03 5.320901317807268842e-04
2.626363527653332852e+01 1.789904570367041722e-03 2.795361301758301185e-04
3.534981105030105653e+01 1.524444508313940001e-03 2.223630852442248990e-04
4.757944314009409226e+01 1.108509286640101555e-03 1.634407776380861611e-04
6.404004271197280218e+01 4.296951855942884304e-04 8.771116246971030728e-05
8.619535664753031767e+01 1.596240163557336095e-04 4.607948440605601540e-05
1.160155301739971492e+02 1.778923347416311936e-04 4.192962540563823144e-05
1.561523006000496423e+02 8.811172788631523782e-05 2.543566490696358025e-05
2.101748011332487067e+02 6.000851767044023836e-05 1.809324884893292294e-05
2.828869434625969461e+02 8.106211885027522020e-06 5.731957393637946520e-06
3.807546021222372019e+02 1.204524641558724266e-05 6.022623207793621332e-06
5.124805876960931528e+02 4.474591932398155739e-06 3.164014298441353394e-06
