# s	p(s)	error
1.000000000000000000e+00 1.206531904135427880e+00 3.869952886880338727e-02
1.804721766827170226e+00 1.726378467298855801e-01 1.089680426187601692e-02
2.424462017082328114e+00 8.242957048365016914e-02 6.496360227998411452e-03
3.257020655659783159e+00 4.001670555308073363e-02 3.905230586841146410e-03
4.375479375074184496e+00 3.035503109645503600e-02 2.934531618705887943e-03
5.878016072274911963e+00 2.787505336120988525e-02 2.426211974379706426e-03
7.896522868499724623e+00 2.122122336184694910e-02 1.826432103701800197e-03
1.060818355139448244e+01 1.076513169580290211e-02 1.122342563898793026e-03
1.425102670302997687e+01 7.055233804539976471e-03 7.839148671711084967e-04
1.914481976169957633e+01 4.733083034198001977e-03 5.539654680970766297e-04
2.571913809059344302e+01 2.751002536794810212e-03 3.643791874352744569e-04
3.455107294592217926e+01 1.760382680122729191e-03 2.514832400175327494e-04
4.641588833612777165e+01 8.022821570677747755e-04 1.464760116366409899e-04
6.235507341273912374e+01 4.180421236781418177e-04 9.122427025881790807e-05
8.376776400682915380e+01 3.260005277992032236e-04 6.950354605909721977e-05
1.125335582600764610e+02 1.433949465681525306e-04 3.977060249953022725e-05
1.511775070615661605e+02 1.231619694633552379e-04 3.180028377451208147e-05
2.030917620904734804e+02 4.278369383910236330e-05 1.617071629528444505e-05
2.728333376486766610e+02 2.274809922268198760e-05 1.017325924416540990e-05
3.665241237079625876e+02 2.031988434474582607e-05 8.295558046165896798e-06
4.923882631706736674e+02 5.041907210478159905e-06 3.565166778642456021e-06
6.614740641230146139e+02 5.629644612883914355e-06 3.250276832690454521e-06
8.886238162743397879e+02 4.190596553292139804e-06 2.419442048108334808e-06
