# s	p(s)	error
1.000000000000000000e+00 1.220096168885276056e+00 3.647363268770290046e-02
1.811609194200414219e+00 1.793559236555473668e-01 1.038980969368165364e-02
2.438354098268828540e+00 8.004242425500887603e-02 5.982651679713235637e-03
3.281927872511474220e+00 3.920278781474047930e-02 3.608909141310376583e-03
4.417344703140069662e+00 2.567060037309389087e-02 2.517209465923999755e-03
5.945570708544391181e+00 3.355996647015236506e-02 2.480824106725888073e-03
8.002502278161049531e+00 1.158129425388933730e-02 1.256167732314393028e-03
1.077105056036769071e+01 1.356471616383804653e-02 1.171812999591279915e-03
1.449740670372631612e+01 7.144918176429451880e-03 7.330531376436354250e-04
1.951293422635963282e+01 4.190855239115801219e-03 4.839182800876521925e-04
2.626363527653332852e+01 2.698500450112661497e-03 3.347077871185835337e-04
3.534981105030105653e+01 1.511377526485490567e-03 2.159110752122129497e-04
4.757944314009409226e+01 9.166522597279766526e-04 1.449354481540321752e-04
6.404004271197280218e+01 6.980655739691192952e-04 1.090195267316863652e-04
8.619535664753031767e+01 2.403442336044035092e-04 5.513874873391196051e-05
1.160155301739971492e+02 1.409740273744663098e-04 3.639933735127309810e-05
1.561523006000496423e+02 8.379089626608853610e-05 2.418834825743311438e-05
2.101748011332487067e+02 3.631460894106028049e-05 1.372563203094401977e-05
2.828869434625969461e+02 2.698044532913630841e-05 1.019764980038127051e-05
3.807546021222372019e+02 5.727285215710192698e-06 4.049802213818135618e-06
5.124805876960931528e+02 6.382749676485713354e-06 3.685082243889023492e-06
