# s	p(s)	error
1.000000000000000000e+00 1.329003110700167634e+00 4.119083849636171607e-02
1.804721766827170226e+00 2.009015796762803896e-01 1.192131549309902866e-02
2.424462017082328114e+00 7.477358920806595477e-02 6.274860215634343874e-03
3.257020655659783159e+00 4.037308906467640401e-02 3.978078670536031557e-03
4.375479375074184496e+00 2.480096346881839262e-02 2.690042179817270576e-03
5.878016072274911963e+00 2.432554176386160852e-02 2.298547643360474881e-03
7.896522868499724623e+00 1.810745410808128203e-02 1.710993587374926971e-03
1.060818355139448244e+01 9.146350384246394391e-03 1.049158342819590545e-03
1.425102670302997687e+01 6.629195606233773304e-03 7.706283359955776961e-04
1.914481976169957633e+01 4.734589543604549380e-03 5.618924029426286245e-04
2.571913809059344302e+01 2.481926190929118620e-03 3.509973680020955127e-04
3.455107294592217926e+01 1.219347997474625866e-03 2.122612411946570401e-04
4.641588833612777165e+01 6.601153671130203940e-04 1.347454850664079641e-04
6.235507341273912374e+01 3.275845839206431879e-04 8.189614598016079698e-05
8.376776400682915380e+01 2.743284501993693814e-04 6.465983580279006124e-05
1.125335582600764610e+02 1.474811681932862092e-04 4.090391646817094295e-05
1.511775070615661605e+02 5.066865065515676394e-05 2.068539001007844473e-05
2.030917620904734804e+02 3.771674544242530579e-05 1.539779684873083081e-05
2.728333376486766610e+02 1.403780116871861818e-05 8.104728283590137899e-06
3.665241237079625876e+02 1.044946266391357019e-05 6.033000081897444391e-06
1.193776641714435755e+03 3.208288730301833245e-06 1.852306362077806150e-06
