# mu	p(mu)	err
-2.167134475290379669e+03 4.043410200548239698e-07 2.334463967730604931e-07
-1.142506198970385185e+03 2.695606800365493308e-07 1.906081847951012126e-07
-9.961307309246717523e+02 5.391213600730986616e-07 2.695606800365493308e-07
-8.497552628789583196e+02 1.617364080219295879e-06 4.668927935461209863e-07
-7.033797948332448868e+02 2.830387140383763077e-06 6.176411103256284430e-07
-5.570043267875312267e+02 4.717311900639613316e-06 7.973712447414068389e-07
-4.106288587418177940e+02 1.239979128168126721e-05 1.292767606764896956e-06
-2.642533906961043613e+02 5.768598552782146119e-05 2.788357355815253809e-06
-1.178779226503907012e+02 2.563387286807569752e-03 1.858747454912709245e-05
2.849754539532250419e+01 4.143012871821737803e-03 2.363041860746909129e-05
1.748730134410361643e+02 3.706459350502546991e-05 2.235079084785694566e-06
3.212484814867498244e+02 3.908629860529971200e-06 7.258143437600361424e-07
4.676239495324630298e+02 1.752144420237567659e-06 4.859574268603595534e-07
6.139994175781766899e+02 6.739017000913743594e-07 3.013780023113978668e-07
7.603748856238898952e+02 4.043410200548233345e-07 2.334463967730601226e-07
9.067503536696035553e+02 2.695606800365489073e-07 1.906081847951009215e-07
