# s	p(s)	error
1.000000000000000000e+00 1.225107355112736940e+00 3.672202019078574936e-02
1.811609194200414219e+00 1.950381186957027835e-01 1.088596623574837954e-02
2.438354098268828540e+00 8.080444276467195486e-02 6.039607617258107262e-03
3.281927872511474220e+00 4.024678527510178877e-02 3.674012027040002119e-03
4.417344703140069662e+00 2.342316329813096468e-02 2.415914828028146825e-03
5.945570708544391181e+00 3.239839404331097683e-02 2.449088386185063835e-03
8.002502278161049531e+00 1.169155029210229742e-02 1.268126678737797365e-03
1.077105056036769071e+01 1.185438171624404909e-02 1.100651710838899695e-03
1.449740670372631612e+01 7.820344501657878339e-03 7.705614402814655933e-04
1.951293422635963282e+01 3.723062593384794498e-03 4.582773256291155129e-04
2.626363527653332852e+01 3.101386298555283173e-03 3.605288340394854126e-04
3.534981105030105653e+01 1.619180368847458447e-03 2.245399170809310246e-04
4.757944314009409226e+01 7.634376393543658391e-04 1.328974347271594204e-04
6.404004271197280218e+01 3.609496829865959386e-04 7.876567830268524188e-05
8.619535664753031767e+01 3.192530982108438367e-04 6.385061964216877275e-05
1.160155301739971492e+02 1.043651589811325878e-04 3.146727941147335102e-05
1.561523006000496423e+02 6.344145068585321161e-05 2.114715022861773607e-05
2.101748011332487067e+02 3.666033065603610536e-05 1.385630255675270329e-05
2.828869434625969461e+02 3.112834754326638674e-05 1.100553281748763417e-05
3.807546021222372019e+02 8.672715026759930931e-06 5.007194355304759127e-06
5.124805876960931528e+02 1.288702924018554998e-05 5.261107656463566884e-06
9.284145445194744752e+02 2.371193758094812917e-06 1.676687185856056145e-06
1.681924324880868880e+03 1.308888123159135557e-06 9.255236677003577107e-07
