# gamma	percentage
0.000000000000000000e+00 1.165167297979797922e+01
8.000000401955441320e-03 1.181541982323232354e+01
1.600000080391088264e-02 1.171283143939393945e+01
2.400000120586632396e-02 1.154119318181818166e+01
3.200000046590289332e-02 1.174439709595959513e+01
4.000000315169607162e-02 1.164575441919191867e+01
4.800000241173264792e-02 1.156486742424242387e+01
5.600000509752582623e-02 1.147214330808080796e+01
6.400000093180578664e-02 1.156289457070707094e+01
7.200000247568009992e-02 1.129064078282828198e+01
8.000000516147327823e-02 1.115648674242424221e+01
8.800000784726647041e-02 1.109138257575757613e+01
9.600000368154643082e-02 1.098090277777777857e+01
1.040000006577452563e-01 1.098287563131313149e+01
1.120000079112139085e-01 1.067116477272727337e+01
1.200000048874127617e-01 1.072443181818181834e+01
1.280000018636115733e-01 1.051925505050505016e+01
1.360000091170802394e-01 1.045809659090909172e+01
1.440000060932790926e-01 1.061197916666666607e+01
1.520000030694779181e-01 1.044625946969696884e+01
1.600000103229465842e-01 1.046204229797979757e+01
1.680000072991454374e-01 1.048966224747474740e+01
1.760000145526140480e-01 1.040877525252525260e+01
1.840000115288128735e-01 1.057646780303030276e+01
1.920000085050116989e-01 1.037129103535353458e+01
2.000000043392916871e-01 1.026870265151515227e+01
