# mu	p(mu)	err
-8.736050908407892166e+02 8.040906396698538620e-07 5.685779439991823812e-07
-8.245346642489921578e+02 8.040906396698557678e-07 5.685779439991836518e-07
-5.301121046982100324e+02 8.040906396698557678e-07 5.685779439991836518e-07
-4.810416781064130873e+02 8.040906396698548149e-07 5.685779439991830165e-07
-4.319712515146160854e+02 1.608181279339709630e-06 8.040906396698548149e-07
-3.829008249228190834e+02 1.206135959504780899e-06 6.963629208993728875e-07
-3.338303983310220246e+02 3.618407878514342908e-06 1.206135959504780899e-06
-2.847599717392249659e+02 7.638861076863629371e-06 1.752474919883939150e-06
-2.356895451474280208e+02 1.567976747356214978e-05 2.510772217634562433e-06
-1.866191185556309620e+02 3.578203346530858548e-05 3.792887961554372886e-06
-1.375486919638340169e+02 8.925406100335378610e-05 5.990340349484280705e-06
-8.847826537203695807e+01 3.119871681919033366e-04 1.119968663937107415e-05
-3.940783878023989928e+01 2.349552849115318833e-03 3.073478040740871355e-05
9.662587811557045825e+00 1.233314223125621910e-02 7.041649034803603119e-05
5.873301440335410462e+01 4.826152019298474496e-03 4.404919786069705589e-05
1.078034409951510497e+02 3.308832982241448925e-04 1.153386671773875851e-05
1.568738675869481085e+02 4.342089454217211490e-05 4.178177525396236690e-06
2.059442941787451673e+02 1.246340491488273518e-05 2.238493604019504548e-06
2.550147207705422261e+02 6.432725117358830896e-06 1.608181279339707724e-06
3.040851473623392849e+02 3.216362558679430695e-06 1.137155887998370056e-06
3.531555739541361163e+02 8.040906396698538620e-07 5.685779439991823812e-07
5.494372803213243515e+02 8.040906396698576737e-07 5.685779439991850282e-07
