# s	p(s)	error
1.000000000000000000e+00 1.218932051497892521e+00 3.872065271517336621e-02
1.811609194200414219e+00 2.009708351689467321e-01 1.168119252238168475e-02
2.438354098268828540e+00 8.222363502223856147e-02 6.440252136716414708e-03
3.281927872511474220e+00 4.309974001853896647e-02 4.019071480119505713e-03
4.417344703140069662e+00 2.394655276865868820e-02 2.582223193706942657e-03
5.945570708544391181e+00 3.247969530204093680e-02 2.592161883206351748e-03
8.002502278161049531e+00 1.198877027900239860e-02 1.357460925454971124e-03
1.077105056036769071e+01 1.153371329813845762e-02 1.147647367286727844e-03
1.449740670372631612e+01 7.041960945640769569e-03 7.729556320745591168e-04
1.951293422635963282e+01 4.160324412863178507e-03 5.121005349370456481e-04
2.626363527653332852e+01 2.622642113400492671e-03 3.504652941596204897e-04
3.534981105030105653e+01 1.183035188643015521e-03 2.028888610260781808e-04
4.757944314009409226e+01 9.823586738348607551e-04 1.593596201296223526e-04
6.404004271197280218e+01 3.841353059869507505e-04 8.589526567445037895e-05
8.619535664753031767e+01 2.853986845622726661e-04 6.381708593702614728e-05
1.160155301739971492e+02 1.378266072455668642e-04 3.822622304208676282e-05
1.561523006000496423e+02 4.726163106412781386e-05 1.929448008646398311e-05
2.101748011332487067e+02 3.511368813474193153e-05 1.433510315288962576e-05
2.828869434625969461e+02 2.174017038527062222e-05 9.722499764778580057e-06
3.807546021222372019e+02 1.292173030370018772e-05 6.460865151850093862e-06
5.124805876960931528e+02 4.800189898542872520e-06 3.394246828242830454e-06
6.897785379387657940e+02 3.566368051417241338e-06 2.521803033364184813e-06
4.101127070551299767e+03 5.998361177156647012e-07 4.241481864373586666e-07
5.519954321281567900e+03 4.456566118262662107e-07 3.151268123029737521e-07
