# s	p(s)	error
1.000000000000000000e+00 1.331264337197914482e+00 4.106415967477522466e-02
1.804721766827170226e+00 1.698504459753875095e-01 1.091840019425053231e-02
2.424462017082328114e+00 8.411473351659126685e-02 6.629169680245444035e-03
3.257020655659783159e+00 4.122369672163012783e-02 4.003999381982283751e-03
4.375479375074184496e+00 2.431729296358764100e-02 2.653234183382318853e-03
5.878016072274911963e+00 2.499705247837074110e-02 2.320918056700283730e-03
7.896522868499724623e+00 2.149465519927715174e-02 1.856855394541374969e-03
1.060818355139448244e+01 1.014937927388116258e-02 1.100854746229110474e-03
1.425102670302997687e+01 5.866233742849827001e-03 7.220834578406567627e-04
1.914481976169957633e+01 3.638924034288691222e-03 4.906724166863243820e-04
2.571913809059344302e+01 2.708743369143215129e-03 3.652468813849149283e-04
3.455107294592217926e+01 1.466425603880275579e-03 2.318622463724760198e-04
4.641588833612777165e+01 7.095259163767723368e-04 1.391494805001909651e-04
6.235507341273912374e+01 4.469021745950880597e-04 9.527986376455285084e-05
8.376776400682915380e+01 1.965748763656154714e-04 5.452006124647853065e-05
1.125335582600764610e+02 7.879117383953560612e-05 2.978026449803848483e-05
1.511775070615661605e+02 7.540791135999080192e-05 2.513597045333026731e-05
2.030917620904734804e+02 3.118453543358421415e-05 1.394614821524903559e-05
2.728333376486766610e+02 2.321315388273681717e-05 1.038123801079254019e-05
3.665241237079625876e+02 2.419118027471479920e-05 9.143406704003791488e-06
6.614740641230146139e+02 7.659646954806821934e-06 3.829823477403410967e-06
