# mu	p(mu)	err
-5.892389220154541363e+02 1.299585838687016879e-06 7.503162338009748474e-07
-5.436970237439234097e+02 1.732781118249362120e-06 8.663905591246810601e-07
-4.526132272008622408e+02 4.331952795623400324e-06 1.369883755050383476e-06
-4.070713289293316279e+02 6.497929193435100910e-06 1.677758103400609113e-06
-3.615294306578010151e+02 1.386224894599486308e-05 2.450522558052259356e-06
-3.159875323862703453e+02 1.472863950511956161e-05 2.525940836202066208e-06
-2.704456341147397325e+02 2.989047428980146063e-05 3.598390246516000311e-06
-2.249037358432091196e+02 4.938426187010676251e-05 4.625259898297684230e-06
-1.793618375716785067e+02 1.230274593957045553e-04 7.300336613250559914e-06
-1.338199393001478938e+02 3.170989446396328790e-04 1.172031424374315657e-05
-8.827804102861728097e+01 1.018875297530623869e-03 2.100885454642734655e-05
-4.273614275708666810e+01 3.193948796213132591e-03 3.719682166104178487e-05
2.805755514443944776e+00 7.043755245683649274e-03 5.523876829566919274e-05
4.834765378597455765e+01 6.459808008833614439e-03 5.289951168305546026e-05
9.388955205750517052e+01 2.628628956384279104e-03 3.374477227107259235e-05
1.394314503290357834e+02 7.394643422129144796e-04 1.789783401563734932e-05
1.849733486005663963e+02 2.036017813942993129e-04 9.391449867325795273e-06
2.305152468720971228e+02 6.714526833216286723e-05 5.393237736873806783e-06
2.760571451436276220e+02 2.425893565549097947e-05 3.241736635380055887e-06
3.215990434151583486e+02 8.663905591246820977e-06 1.937308185266839951e-06
3.671409416866888478e+02 1.732781118249355556e-06 8.663905591246777778e-07
4.126828399582195743e+02 1.299585838687023231e-06 7.503162338009784473e-07
4.582247382297500735e+02 1.299585838687016879e-06 7.503162338009748474e-07
5.037666365012808001e+02 1.732781118249368896e-06 8.663905591246844482e-07
