# s	p(s)	error
1.000000000000000000e+00 1.259797294237118503e+00 3.690946146384710413e-02
1.811609194200414219e+00 1.880272453435921087e-01 1.059413509380130111e-02
2.438354098268828540e+00 8.071409091829780114e-02 5.982926473811023792e-03
3.281927872511474220e+00 3.888013112490722178e-02 3.579206185414817755e-03
4.417344703140069662e+00 2.031849553905496625e-02 2.230244626948192730e-03
5.945570708544391181e+00 3.328375275434864583e-02 2.460405801320736906e-03
8.002502278161049531e+00 1.243187877982253157e-02 1.296112959701638560e-03
1.077105056036769071e+01 1.305148815837620449e-02 1.144691235319458128e-03
1.449740670372631612e+01 6.191024400394989566e-03 6.795532118874723611e-04
1.951293422635963282e+01 3.990108099266797062e-03 4.702387491098197411e-04
2.626363527653332852e+01 1.893990249442796406e-03 2.792536273161474645e-04
3.534981105030105653e+01 1.529528780897805021e-03 2.163080345985661892e-04
4.757944314009409226e+01 1.000018576353442924e-03 1.507584727795337795e-04
6.404004271197280218e+01 5.065757402184816642e-04 9.248765333417980391e-05
8.619535664753031767e+01 2.885484268722565801e-04 6.016650615635927044e-05
1.160155301739971492e+02 1.584555802889405971e-04 3.843112320587305355e-05
1.561523006000496423e+02 8.310125925978328160e-05 2.398926720181638131e-05
2.101748011332487067e+02 2.058041329757913653e-05 1.029020664878956826e-05
2.828869434625969461e+02 2.675838405070720121e-05 1.011371852630405763e-05
3.807546021222372019e+02 1.704044119735995320e-05 6.956730987572184829e-06
5.124805876960931528e+02 8.440289009783577204e-06 4.220144504891788602e-06
6.897785379387657940e+02 4.703122851195576422e-06 2.715349244169646283e-06
9.284145445194744752e+02 3.494250734431525972e-06 2.017406602140089051e-06
