# mu	p(mu)	err
-2.437612253723154936e+03 4.911674107344779371e-07 2.835756368047223288e-07
-2.317112389996240381e+03 4.911674107344779371e-07 2.835756368047223288e-07
-2.196612526269325826e+03 4.911674107344779371e-07 2.835756368047223288e-07
-1.955612798815496717e+03 3.274449404896519581e-07 2.315385378854583927e-07
-1.714613071361667608e+03 4.911674107344779371e-07 2.835756368047223288e-07
-1.473613343907838498e+03 3.274449404896568815e-07 2.315385378854618602e-07
-1.232613616454011208e+03 9.823348214689558743e-07 4.010365115278253445e-07
-1.112113752727096653e+03 4.911674107344779371e-07 2.835756368047223288e-07
-9.916138890001820982e+02 2.292114583427563707e-06 6.125933901724299911e-07
-8.711140252732675435e+02 1.964669642937911749e-06 5.671512736094446576e-07
-7.506141615463529888e+02 4.093061756120649264e-06 8.186123512241298952e-07
-6.301142978194384341e+02 6.876343750282691544e-06 1.061042876159513649e-06
-5.096144340925238794e+02 8.186123512241298529e-06 1.157692689427291910e-06
-3.891145703656093247e+02 1.882808407815498780e-05 1.755727893283242357e-06
-2.686147066386947699e+02 7.400255655066133829e-05 3.480787463047219689e-06
-1.481148429117802152e+02 5.817059367798667465e-04 9.759012907342645571e-06
-2.761497918486566050e+01 7.015671572461038008e-03 3.389134226125786661e-05
9.288488454204889422e+01 5.198188430273225540e-04 9.225292681548953187e-06
2.133847482689634489e+02 3.618266592410709004e-05 2.433909498140428368e-06
3.338846119958761847e+02 1.047823809566886266e-05 1.309779761958607832e-06
4.543844757227907394e+02 5.075396577589604715e-06 9.115681352236406404e-07
5.748843394497052941e+02 2.783281994162041432e-06 6.750450381064619825e-07
6.953842031766198488e+02 1.800947172693085770e-06 5.430060035522141265e-07
8.158840669035344035e+02 1.309779761958607832e-06 4.630770757709167853e-07
1.056883794357363513e+03 8.186123512241297894e-07 3.660945729116174421e-07
1.177383658084278068e+03 4.911674107344779371e-07 2.835756368047223288e-07
1.418383385538107177e+03 3.274449404896519581e-07 2.315385378854583927e-07
