# s	p(s)	error
1.000000000000000000e+00 1.157878134560352601e+00 3.543049553097146753e-02
1.823348000868441066e+00 1.991896836605004106e-01 1.088289498314853193e-02
2.462092401494625715e+00 8.498544665380446117e-02 6.117386308582138839e-03
3.324597932270940692e+00 4.011045431396235983e-02 3.616637868761517390e-03
4.489251258218605045e+00 4.467755678035086053e-02 3.284759302434029585e-03
6.061898993497572441e+00 1.931553136231375575e-02 1.858637871928750995e-03
8.185467307069027143e+00 1.523161529377058121e-02 1.420355449870776797e-03
1.105295141126021541e+01 7.552731823393101993e-03 8.607136724389303139e-04
1.492495545051828998e+01 8.571573705212118602e-03 7.890773188462961614e-04
2.015337685941733170e+01 3.442894762158033462e-03 4.303618452697541828e-04
2.721338768375307282e+01 2.748894561821429213e-03 3.309280168677044718e-04
3.674661940736687882e+01 1.268652455386012423e-03 1.934676856953154245e-04
4.961947603002902696e+01 8.521264248313513380e-04 1.364494312167736543e-04
6.700187503509586406e+01 6.634199087950758134e-04 1.036087828683229312e-04
9.047357242349298190e+01 1.557805429765267804e-04 4.320574887857607136e-05
1.221677348996791892e+02 9.761751851699635883e-05 2.943278926240430903e-05
1.649648074098020629e+02 6.572041477981521804e-05 2.078261994752094339e-05
2.227542951999556351e+02 3.893637357632112405e-05 1.376608689531468439e-05
3.007882518043098798e+02 1.081314396623897965e-05 6.242971579694252465e-06
4.061585988376979799e+02 1.601574694920125395e-05 6.538401312513242295e-06
5.484416576121014941e+02 3.953585733894938120e-06 2.795607282439503709e-06
7.405684692262434510e+02 2.927900934905288650e-06 2.070338605713961600e-06
