# mu	p(mu)	err
-7.752520330017978267e+02 1.894939186087777083e-06 1.339924348418784200e-06
-7.127850087351259845e+02 1.894939186087756119e-06 1.339924348418769377e-06
-5.253839359351102303e+02 2.842408779131634284e-06 1.641065473778604603e-06
-5.045615945128861313e+02 2.842408779131665201e-06 1.641065473778622602e-06
-4.837392530906622596e+02 3.789878372175554166e-06 1.894939186087777083e-06
-4.629169116684383880e+02 1.894939186087756119e-06 1.339924348418769377e-06
-4.420945702462142890e+02 2.842408779131665201e-06 1.641065473778622602e-06
-4.212722288239904174e+02 3.789878372175512238e-06 1.894939186087756119e-06
-4.004498874017663184e+02 1.515951348870221666e-05 3.789878372175554166e-06
-3.796275459795424467e+02 4.737347965219390615e-06 2.118606416660173150e-06
-3.588052045573183477e+02 9.474695930438884568e-06 2.996161927771513884e-06
-3.379828631350944761e+02 1.042216552348265918e-05 3.142401140397268280e-06
-3.171605217128703771e+02 1.515951348870221666e-05 3.789878372175554166e-06
-2.963381802906465055e+02 1.231710470957054892e-05 3.416150199662738782e-06
-2.755158388684226338e+02 2.179180064000919801e-05 4.543904541700105003e-06
-2.546934974461985348e+02 2.558167901218499104e-05 4.923196421335868231e-06
-2.338711560239746632e+02 3.695131412871124866e-05 5.916945712102363783e-06
-2.130488146017505642e+02 3.979372290784331112e-05 6.140304752143460043e-06
-1.922264731795266925e+02 5.590070598958881451e-05 7.277652035843785819e-06
-1.714041317573025935e+02 6.821781069915997160e-05 8.039546090512706469e-06
-1.505817903350787219e+02 9.853683767656439137e-05 9.662331886933203784e-06
-1.297594489128548503e+02 1.487527261078888641e-04 1.187175997355105502e-05
-1.089371074906307513e+02 2.122331888418309926e-04 1.418042640622545992e-05
-8.811476606840687964e+01 3.733030196592879916e-04 1.880673443526643712e-05
-6.729242464618278063e+01 6.319622185602736305e-04 2.446967482494231044e-05
-4.647008322395890900e+01 1.296138403284025379e-03 3.504356896048200267e-05
-2.564774180173481000e+01 2.784613133955988248e-03 5.136473763988235375e-05
-4.825400379510938365e+00 6.137708023738309461e-03 7.625806005579701958e-05
1.599694104271293327e+01 1.122372479919778177e-02 1.031219567693146853e-04
3.681928246493703227e+01 1.235121361492013022e-02 1.081776286360840427e-04
5.764162388716090391e+01 7.244352508413491772e-03 8.284807615758454198e-05
7.846396530938500291e+01 3.082118586171769120e-03 5.403900112468004285e-05
9.928630673160887454e+01 1.073483048918713774e-03 3.189188842791399684e-05
1.201086481538329735e+02 4.462581783236714171e-04 2.056249144945319890e-05
1.409309895760568452e+02 2.179180064000919598e-04 1.436908782215587806e-05
1.617533309982809442e+02 1.127488815722227182e-04 1.033567302788683638e-05
1.825756724205048158e+02 6.158552354785274969e-05 7.638744067795364041e-06
2.033980138427286875e+02 5.495323639654492470e-05 7.215713445327388155e-06
2.242203552649527865e+02 3.505637494262348936e-05 5.763232539164204666e-06
2.450426966871768855e+02 1.800192226783387932e-05 4.129924208155916515e-06
2.658650381094007571e+02 1.231710470957054892e-05 3.416150199662738782e-06
2.866873795316246287e+02 1.705445267478999290e-05 4.019773045256353234e-06
3.075097209538485004e+02 1.231710470957027957e-05 3.416150199662664243e-06
3.283320623760728267e+02 5.684817558263330402e-06 2.320817049759956890e-06
3.491544037982966984e+02 3.789878372175554166e-06 1.894939186087777083e-06
3.699767452205205700e+02 1.894939186087777083e-06 1.339924348418784200e-06
3.907990866427444416e+02 4.737347965219442284e-06 2.118606416660196444e-06
4.324437694871926396e+02 2.842408779131665201e-06 1.641065473778622602e-06
4.949107937538642545e+02 2.842408779131665201e-06 1.641065473778622602e-06
