# mu	p(mu)	err
-5.557439815166178505e+02 1.871425925798291188e-06 9.357129628991455942e-07
-5.135760600796637618e+02 9.357129628991455942e-07 6.616489813101421276e-07
-4.714081386427096731e+02 3.742851851596582377e-06 1.323297962620284255e-06
-4.292402172057555845e+02 8.889273147541871392e-06 2.039339122719196552e-06
-3.870722957688014390e+02 7.953560184642726857e-06 1.929021690646415510e-06
-3.449043743318472934e+02 9.824986110441029480e-06 2.143987740618370187e-06
-3.027364528948932048e+02 3.181424073857094808e-05 3.858043381292836103e-06
-2.605685314579391161e+02 3.976780092321358177e-05 4.313423630356950298e-06
-2.184006100209849137e+02 8.468202314237267532e-05 6.294365209409268254e-06
-1.762326885840308250e+02 1.548604953598085832e-04 8.511902635402845597e-06
-1.340647671470767364e+02 3.775601805298052266e-04 1.329074781937194615e-05
-9.189684571012264769e+01 9.843700369699011354e-04 2.146028662299559928e-05
-4.972892427316855901e+01 2.710760453518817545e-03 3.561245354979012241e-05
-7.561002836214356648e+00 6.076519981067051226e-03 5.331922034126207048e-05
3.460691860073973203e+01 7.078200707850586942e-03 5.754634721829745669e-05
7.677484003769382070e+01 4.009530046022828642e-03 4.331148369195610251e-05
1.189427614746480231e+02 1.440062249901785012e-03 2.595654941064787336e-05
1.611106829116021117e+02 4.482065092286907203e-04 1.448089501275838654e-05
2.032786043485562004e+02 1.571997777670560380e-04 8.575950962473457030e-06
2.454465257855104028e+02 5.146421295945315273e-05 4.906920174180677313e-06
2.876144472224643778e+02 1.871425925798286360e-05 2.958984198905923785e-06
3.297823686594185801e+02 1.122855555478971748e-05 2.292019304810707909e-06
3.719502900963727825e+02 3.274995370147018156e-06 1.237831899185276619e-06
4.141182115333267575e+02 9.357129628991430531e-07 6.616489813101403277e-07
4.562861329702809599e+02 1.871425925798293729e-06 9.357129628991468647e-07
