# s	p(s)	error
1.000000000000000000e+00 1.229111144045023529e+00 3.890683343310335357e-02
1.811609194200414219e+00 1.862716071771969018e-01 1.125307932558646147e-02
2.438354098268828540e+00 8.030839846732792942e-02 6.368870275099899024e-03
3.281927872511474220e+00 3.752594025437341885e-02 3.752594025437342058e-03
4.417344703140069662e+00 2.341955349497738467e-02 2.555282776971463596e-03
5.945570708544391181e+00 3.687118273997629786e-02 2.763611987436948633e-03
8.002502278161049531e+00 1.277358790228342797e-02 1.402083423507401389e-03
1.077105056036769071e+01 1.017636222481473583e-02 1.078692238448042580e-03
1.449740670372631612e+01 6.541254064987843918e-03 7.454450840149646519e-04
1.951293422635963282e+01 4.354989629222117201e-03 5.242791416935823224e-04
2.626363527653332852e+01 1.922603077075122268e-03 3.002601551654315035e-04
3.534981105030105653e+01 1.393585149157165054e-03 2.203451592361060907e-04
4.757944314009409226e+01 1.242460233765078394e-03 1.793336876054183490e-04
6.404004271197280218e+01 4.038576342236050365e-04 8.812896089597420596e-05
8.619535664753031767e+01 2.714753145655192748e-04 6.228070851879020768e-05
1.160155301739971492e+02 1.698495766259157369e-04 4.246239415647893423e-05
1.561523006000496423e+02 4.732204218180671148e-05 1.931914282198140672e-05
2.101748011332487067e+02 5.273785712610367434e-05 1.757928570870122365e-05
2.828869434625969461e+02 5.224310224666651109e-05 1.508128457270702800e-05
3.807546021222372019e+02 1.940737082255779929e-05 7.923025960707477848e-06
5.124805876960931528e+02 1.682213971687904986e-05 6.358171172977780523e-06
6.897785379387657940e+02 1.071278004366917369e-05 4.373474138943328445e-06
