# r	c(r)	err
2.142361478672985431e+00 1.930686182769211778e-01 6.884283908215142744e-02
2.259107231004588989e+00 2.979055832407521281e-02 1.596784121555448743e-02
2.379804532393564376e+00 2.985906156480152077e-02 8.437691992636883048e-03
2.506890886122195905e+00 -4.884724284002923619e-03 7.497212492310297190e-03
2.636524092842281508e+00 4.936929074474541608e-03 8.777672717249733816e-03
2.767689873344378881e+00 5.728094576201293690e-03 1.286712531637446838e-02
2.901285124621607814e+00 -4.850891246515709292e-03 2.246198717411913848e-02
3.036339084684601453e+00 -2.763324288260485609e-02 4.244763599780088797e-02
3.167466730769060934e+00 1.786033281402629042e-02 8.770580193070293129e-02
3.310398759260014590e+00 -6.364067822555499743e-02 1.360827634879543391e-01
3.482867384375003983e+00 1.425107985347800477e-01 5.590169943749474096e-02
3.606478115610351143e+00 1.016069765194287794e-02 2.422507915557545882e-02
3.739015717292685004e+00 1.270088751686909538e-02 1.347053344436034521e-02
3.871046096356656641e+00 1.948683451963159619e-02 8.938553065482260362e-03
4.002892921729964471e+00 -6.976706136369996945e-03 7.083297056123600242e-03
4.134564574758599953e+00 1.032327502637498187e-02 6.701756593068862802e-03
4.267864839722053993e+00 2.101127594631969561e-02 7.426584401031504842e-03
4.403322986885268797e+00 1.045541080023736427e-02 8.535791995526398335e-03
4.542235932938810450e+00 2.010625945314884269e-02 9.065471553673687052e-03
4.680505614430003014e+00 1.179616608222341934e-02 8.494119857293759915e-03
4.815609803364657715e+00 1.012093882625966605e-03 7.390597454919311908e-03
4.949114066862793315e+00 3.330201664485912122e-03 6.833145709116626200e-03
5.083417189567396299e+00 4.768785487054423046e-03 6.898848988570007931e-03
5.217438391249981322e+00 8.933234409965549322e-03 7.537783614444089515e-03
5.352485728556461986e+00 1.562479993731286619e-02 8.666539558351931544e-03
5.489357114653935277e+00 1.321116960846307163e-02 9.698230816140135033e-03
5.628760430590744157e+00 1.854486068777631488e-02 9.519061969314169397e-03
5.766750216359373127e+00 2.484747888574304346e-04 8.086106501095827181e-03
5.901843084513453519e+00 -6.690113681087990396e-04 6.758917091947835333e-03
6.035854341988937222e+00 5.365588864381217772e-03 5.876256184028354895e-03
6.170673705137411424e+00 -6.088778953019484928e-03 5.465215298199608066e-03
6.305266972847201501e+00 1.165197327485212840e-02 5.293525135104580615e-03
6.440186991409758477e+00 3.222268269485407434e-03 5.272586875630276733e-03
6.575597513158980334e+00 7.866942228262702175e-03 5.357253898313860119e-03
6.710651449242145183e+00 -4.539466015013431284e-03 5.527984390055495391e-03
6.846978687398165064e+00 5.708516788015945316e-03 5.707859253871420437e-03
6.982933231626890169e+00 3.736665271595485810e-04 5.803565645365558849e-03
7.119004740839829815e+00 -5.666498082193520934e-03 5.676780661382961612e-03
7.254900361911389872e+00 3.496688749325839625e-03 5.501152612221039961e-03
7.389983958332088321e+00 4.475595194930057086e-03 5.355102637483189106e-03
7.525346149131703299e+00 -1.463372097349013292e-03 5.318095773406826543e-03
7.660977373423470738e+00 9.050425079905006836e-04 5.341715720535077268e-03
7.796962284805099230e+00 3.487932462702951920e-03 5.215057373704107962e-03
7.933354962860238224e+00 -4.947429369061001093e-03 5.066230584306146562e-03
