# s	p(s)	error
1.000000000000000000e+00 1.200962217546399646e+00 3.552272137675362151e-02
1.811609194200414219e+00 1.896558969779749970e-01 1.048799506797812829e-02
2.438354098268828540e+00 9.092196128519243470e-02 6.259325949790104683e-03
3.281927872511474220e+00 4.386060815503808191e-02 3.747264644937099969e-03
4.417344703140069662e+00 1.879095771305776957e-02 2.114147916977384464e-03
5.945570708544391181e+00 3.552103595431201077e-02 2.505460698112961689e-03
8.002502278161049531e+00 1.076641609467775089e-02 1.188951759692053562e-03
1.077105056036769071e+01 1.170594005447180529e-02 1.068601237439576867e-03
1.449740670372631612e+01 7.102624700683076754e-03 7.174734414394394119e-04
1.951293422635963282e+01 5.761616016294054433e-03 5.569964438821376753e-04
2.626363527653332852e+01 2.320364802776179840e-03 3.046788251857938403e-04
3.534981105030105653e+01 1.456438321596886928e-03 2.080626173709838585e-04
4.757944314009409226e+01 1.082081169451149004e-03 1.545830242073069967e-04
6.404004271197280218e+01 3.773630186949235104e-04 7.868562872998092984e-05
8.619535664753031767e+01 2.437974949913997537e-04 5.451477715449343497e-05
1.160155301739971492e+02 1.720761125608746942e-04 3.947696764474645448e-05
1.561523006000496423e+02 7.401630697974699222e-05 2.231675623814402716e-05
2.101748011332487067e+02 2.999533519325464929e-05 1.224554431453675750e-05
2.828869434625969461e+02 1.485696849302390683e-05 7.428484246511953417e-06
5.124805876960931528e+02 6.150734057565840475e-06 3.551127963849437335e-06
1.249609141291986816e+03 1.681662796483013619e-06 1.189115167062271785e-06
