# s	p(s)	error
1.000000000000000000e+00 1.247794075382155476e+00 3.852611131627808189e-02
1.811609194200414219e+00 1.746564190080477919e-01 1.070887213874038499e-02
2.438354098268828540e+00 8.390717583374696087e-02 6.397862177646444250e-03
3.281927872511474220e+00 4.784233084183498602e-02 4.164140404201811113e-03
4.417344703140069662e+00 2.127322002823947567e-02 2.393424246750940326e-03
5.945570708544391181e+00 3.481153156930235498e-02 2.639055397667334785e-03
8.002502278161049531e+00 1.159407825335622907e-02 1.312770853835054522e-03
1.077105056036769071e+01 1.192705225550071656e-02 1.147681138392012048e-03
1.449740670372631612e+01 6.481927956558127153e-03 7.292738718597695019e-04
1.951293422635963282e+01 3.779519060694382961e-03 4.799994007078273216e-04
2.626363527653332852e+01 2.173971416751731452e-03 3.137857456680410583e-04
3.534981105030105653e+01 1.413284593549571800e-03 2.180745472345123836e-04
4.757944314009409226e+01 8.750162543092625039e-04 1.479047420572165625e-04
6.404004271197280218e+01 4.643610952002748499e-04 9.287221904005497539e-05
8.619535664753031767e+01 3.312034117142423633e-04 6.760661331406922524e-05
1.160155301739971492e+02 1.332891057724617839e-04 3.696774656333493605e-05
1.561523006000496423e+02 6.094092345717441283e-05 2.154587011416918345e-05
2.101748011332487067e+02 4.527690925467410104e-05 1.600780478257400464e-05
2.828869434625969461e+02 2.102444461126994429e-05 9.402417467995747275e-06
3.807546021222372019e+02 1.874448531709595089e-05 7.652404086329403905e-06
5.124805876960931528e+02 1.160539738845241908e-05 5.190091493295628083e-06
6.897785379387657940e+02 5.173435136315134234e-06 2.986884168586611292e-06
9.284145445194744752e+02 2.562450538583119046e-06 1.811926152287244295e-06
1.681924324880868880e+03 2.121691488528327047e-06 1.224959152039167412e-06
2.263803409521446611e+03 1.050893527073196026e-06 7.430939392985054887e-07
3.046989570903508138e+03 7.807760067018845326e-07 5.520920089266558383e-07
